category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf,abstract_local_path,local_fullpdf_path,category_fullpdf,category_abstract_1_major,category_abstract_1_minor,category_abstract_2_major,category_abstract_2_minor,category_merged,keywords,warning
Physical Sciences,Engineering,"Changyeob Baek, Andrew O. Sageman-Furnas, Mohammad K. Jawed, Pedro M. Reis",Form finding in elastic gridshells,2018,115,1,75-80,http://www.pnas.org/content/115/1/75.abstract,nan,http://www.pnas.org/content/115/1/75.full,http://www.pnas.org/content/115/1/75.full.pdf,nan,yes,nan,2018/75.abstract.txt,,,,,,,Engineering,"elasticstructures
","FILE : OK: .abstract.txt ,"
Physical Sciences,Mathematics,"Arthur M. Jaffe, Zhengwei Liu",Mathematical picture language program,2018,115,1,81-86,http://www.pnas.org/content/115/1/81.abstract,nan,http://www.pnas.org/content/115/1/81.full,http://www.pnas.org/content/115/1/81.full.pdf,nan,yes,nan,2018/81.abstract.txt,,,,,,,Mathematics,"pictorialmathematics
","FILE : OK: .abstract.txt ,"
Physical Sciences,Physics,"Trond S. Ingebrigtsen, Hajime Tanaka, Sarah E. Grefe, Silke Paschen, Qimiao Si",Structural predictor for nonlinear sheared dynamics in simple glass-forming liquids,2018,115,1,87-92,http://www.pnas.org/content/115/1/87.abstract,nan,http://www.pnas.org/content/115/1/87.full,http://www.pnas.org/content/115/1/87.full.pdf,nan,yes,nan,2018/87.abstract.txt,,,,,,,Physics,"shearedfluids
","FILE : OK: .abstract.txt ,"
Physical Sciences,Physics,"Hsin-Hua Lai, Sarah E. Grefe, Silke Paschen, Qimiao Si",Weyl–Kondo semimetal in heavy-fermion systems,2018,115,1,93-97,http://www.pnas.org/content/115/1/93.abstract,nan,http://www.pnas.org/content/115/1/93.full,http://www.pnas.org/content/115/1/93.full.pdf,nan,yes,nan,2018/93.abstract.txt,,,,,,,Physics,"Weylsemimetal
","FILE : OK: .abstract.txt ,"
Social Sciences,Psychological and Cognitive Sciences,"Cory S. Inman, Joseph R. Manns, Kelly R. Bijanki, David I. Bass, Stephan Hamann, Daniel L. Drane, Rebecca E. Fasano, Christopher K. Kovach, Robert E. Gross, Jon T. Willie, Michelle R. Hebl, Leslie Ashburn-Nardo, Rachel C. E. Trump-Steele, David M. Lane, Virginia Valian",Direct electrical stimulation of the amygdala enhances declarative memory in humans,2018,115,1,98-103,http://www.pnas.org/content/115/1/98.abstract,nan,http://www.pnas.org/content/115/1/98.full,http://www.pnas.org/content/115/1/98.full.pdf,nan,yes,nan,2018/98.abstract.txt,,,,,,,Psychological and Cognitive Sciences,"amygdala
","FILE : OK: .abstract.txt ,"
Social Sciences,Psychological and Cognitive Sciences,"Christine L. Nittrouer, Michelle R. Hebl, Leslie Ashburn-Nardo, Rachel C. E. Trump-Steele, David M. Lane, Virginia Valian",Gender disparities in colloquium speakers at top universities,2018,115,1,104-108,http://www.pnas.org/content/115/1/104.abstract,nan,http://www.pnas.org/content/115/1/104.full,http://www.pnas.org/content/115/1/104.full.pdf,nan,yes,nan,2018/104.abstract.txt,,,,,,,Psychological and Cognitive Sciences,"academia
","FILE : OK: .abstract.txt ,"
Social Sciences,Social Sciences,"Patrick E. Shrout, Gertraud Stadler, Sean P. Lane, M. Joy McClure, Grace L. Jackson, Frederick D. Clavél, Masumi Iida, Marci E. J. Gleason, Joy H. Xu, Niall Bolger, Marko Jusup, Zhen Wang, Huijia Li, Lei Shi, Boris Podobnik, H. Eugene Stanley, Shlomo Havlin, Stefano Boccaletti, Kristen M. Schorpp, Edith Chen, Gregory E. Miller, Kathleen Mullan Harris, Marian Vidal-Fernandez, Barbara Wolfe",Initial elevation bias in subjective reports,2018,115,1,E15-E23,http://www.pnas.org/content/115/1/E15.abstract,nan,http://www.pnas.org/content/115/1/E15.full,http://www.pnas.org/content/115/1/E15.full.pdf,nan,yes,nan,2018/E15.abstract.txt,,,,,,,Social Sciences,"surveys
","FILE : OK: .abstract.txt ,"
Social Sciences,Social Sciences,"Lauren Gaydosh, Kristen M. Schorpp, Edith Chen, Gregory E. Miller, Kathleen Mullan Harris",College completion predicts lower depression but higher metabolic syndrome among disadvantaged minorities in young adulthood,2018,115,1,109-114,http://www.pnas.org/content/115/1/109.abstract,nan,http://www.pnas.org/content/115/1/109.full,http://www.pnas.org/content/115/1/109.full.pdf,nan,yes,nan,2018/109.abstract.txt,,,,,,,Social Sciences,"socialmobility
","FILE : OK: .abstract.txt ,"
Social Sciences,Social Sciences,"Jason Fletcher, Marian Vidal-Fernandez, Barbara Wolfe",Dynamic and heterogeneous effects of sibling death on children’s outcomes,2018,115,1,115-120,http://www.pnas.org/content/115/1/115.abstract,nan,http://www.pnas.org/content/115/1/115.full,http://www.pnas.org/content/115/1/115.full.pdf,nan,yes,nan,2018/115.abstract.txt,,,,,,,Social Sciences,"siblingdeath
","FILE : OK: .abstract.txt ,"
Social Sciences,Sustainability Science,"Kimberly M. Carlson, Robert Heilmayr, Holly K. Gibbs, Praveen Noojipady, David N. Burns, Douglas C. Morton, Nathalie F. Walker, Gary D. Paoli, Claire Kremen",Effect of oil palm sustainability certification on deforestation and fire in Indonesia,2018,115,1,121-126,http://www.pnas.org/content/115/1/121.abstract,nan,http://www.pnas.org/content/115/1/121.full,http://www.pnas.org/content/115/1/121.full.pdf,nan,yes,nan,2018/121.abstract.txt,,,,,,,Sustainability Science,"RoundtableonSustainablePalmOil
","FILE : OK: .abstract.txt ,"
Biological Sciences,Agricultural Sciences,"Ryan R. Lappe, John W. Baier, Susan K. Boehlein, Ryan Huffman, Qiaohui Lin, Fabrice Wattebled, A. Mark Settles, L. Curtis Hannah, Ljudmilla Borisjuk, Hardy Rolletschek, Jon D. Stewart, M. Paul Scott, Tracie A. Hennen-Bierwagen, Alan M. Myers",Functions of maize genes encoding pyruvate phosphate dikinase in developing endosperm,2018,115,1,E24-E33,http://www.pnas.org/content/115/1/E24.abstract,nan,http://www.pnas.org/content/115/1/E24.full,http://www.pnas.org/content/115/1/E24.full.pdf,nan,yes,nan,2018/E24.abstract.txt,,,,,,,Agricultural Sciences,"maize
","FILE : OK: .abstract.txt ,"
Biological Sciences,Applied Biological Sciences,"Carl Lachat, Jessica E. Raneri, Katherine Walker Smith, Patrick Kolsteren, Patrick Van Damme, Kaat Verzelen, Daniela Penafiel, Wouter Vanhove, Gina Kennedy, Danny Hunter, Francis Oduor Odhiambo, Gervais Ntandou-Bouzitou, Bernard De Baets, Disna Ratnasekera, Hoang The Ky, Roseline Remans, Céline Termote",Dietary species richness as a measure of food biodiversity and nutritional quality of diets,2018,115,1,127-132,http://www.pnas.org/content/115/1/127.abstract,nan,http://www.pnas.org/content/115/1/127.full,http://www.pnas.org/content/115/1/127.full.pdf,nan,yes,nan,2018/127.abstract.txt,,,,,,,Applied Biological Sciences,"sustainablediets
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Cristina De Castro, Thomas Klose, Immacolata Speciale, Rosa Lanzetta, Antonio Molinaro, James L. Van Etten, Michael G. Rossmann",Structure of the chlorovirus PBCV-1 major capsid glycoprotein determined by combining crystallographic and carbohydrate molecular modeling approaches,2018,115,1,E44-E52,http://www.pnas.org/content/115/1/E44.abstract,nan,http://www.pnas.org/content/115/1/E44.full,http://www.pnas.org/content/115/1/E44.full.pdf,nan,yes,nan,2018/E44.abstract.txt,,,,,,,Biophysics and Computational Biology,"virusPBCV-1
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Yi-Ting Yeh, Ricardo Serrano, Joshua François, Jeng-Jiann Chiu, Yi-Shuan Julie Li, Juan C. del Álamo, Shu Chien, Juan C. Lasheras",Three-dimensional forces exerted by leukocytes and vascular endothelial cells dynamically facilitate diapedesis,2018,115,1,133-138,http://www.pnas.org/content/115/1/133.abstract,nan,http://www.pnas.org/content/115/1/133.full,http://www.pnas.org/content/115/1/133.full.pdf,nan,yes,nan,2018/133.abstract.txt,,,,,,,Biophysics and Computational Biology,"leukocyte
","FILE : OK: .abstract.txt ,"
Biological Sciences,Developmental Biology,"Suning Liu, Kang Li, Yue Gao, Xi Liu, Weiting Chen, Wei Ge, Qili Feng, Subba R. Palli, Sheng Li",Antagonistic actions of juvenile hormone and 20-hydroxyecdysone within the ring gland determine developmental transitions in,2018,115,1,139-144,http://www.pnas.org/content/115/1/139.abstract,nan,http://www.pnas.org/content/115/1/139.full,http://www.pnas.org/content/115/1/139.full.pdf,nan,yes,nan,2018/139.abstract.txt,,,,,,,Developmental Biology,"juvenilehormone
","FILE : OK: .abstract.txt ,"
Biological Sciences,Environmental Sciences,"Charlene Janion-Scheepers, Laura Phillips, Carla M. Sgrò, Grant A. Duffy, Rebecca Hallas, Steven L. Chown",Basal resistance enhances warming tolerance of alien over indigenous species across latitude,2018,115,1,145-150,http://www.pnas.org/content/115/1/145.abstract,nan,http://www.pnas.org/content/115/1/145.full,http://www.pnas.org/content/115/1/145.full.pdf,nan,yes,nan,2018/145.abstract.txt,,,,,,,Environmental Sciences,"climatechange
","FILE : OK: .abstract.txt ,"
Biological Sciences,Evolution,"Grant C. McDonald, Tommaso Pizzari, Hong Gil Nam, Richard N. Zare, Parvana Hajieva, Monica Ioana Toşa, Florin-Dan Irimie, Bernd Moosmann, Kouki Kitajima, Michael J. Spicuzza, Anatoliy B. Kudryavtsev, John W. Valley, Julia Sidorenko, Matthew R. Robinson, Kevin R. Thornton, Peter M. Visscher",Structure of sexual networks determines the operation of sexual selection,2018,115,1,E53-E61,http://www.pnas.org/content/115/1/E53.abstract,nan,http://www.pnas.org/content/115/1/E53.full,http://www.pnas.org/content/115/1/E53.full.pdf,nan,yes,nan,2018/E53.abstract.txt,,,,,,,Evolution,"Batemangradient
","FILE : OK: .abstract.txt ,"
Biological Sciences,Evolution,"Jaleal S. Sanjak, Julia Sidorenko, Matthew R. Robinson, Kevin R. Thornton, Peter M. Visscher",Evidence of directional and stabilizing selection in contemporary humans,2018,115,1,151-156,http://www.pnas.org/content/115/1/151.abstract,nan,http://www.pnas.org/content/115/1/151.full,http://www.pnas.org/content/115/1/151.full.pdf,nan,yes,nan,2018/151.abstract.txt,,,,,,,Evolution,"naturalselection
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Uma S. Gautam, Taylor W. Foreman, Allison N. Bucsan, Ashley V. Veatch, Xavier Alvarez, Toidi Adekambi, Nadia A. Golden, Kaylee M. Gentry, Lara A. Doyle-Meyers, Kasi E. Russell-Lodrigue, Peter J. Didier, James L. Blanchard, K. Gus Kousoulas, Andrew A. Lackner, Daniel Kalman, Jyothi Rengarajan, Shabaana A. Khader, Deepak Kaushal, Smriti Mehra, Euan W. Baxter, Robin L. Owen, Maren Thomsen, Darren C. Tomlinson, Mark P. Waterhouse, Stephanie J. Win, Joanne E. Nettleship, Christian Tiede, Richard J. Foster, Raymond J. Owens, Colin W. G. Fishwick, Sarah A. Harris, Adrian Goldman, Michael J. McPherson, Ann W. Morgan, Qian Yin, Liang Chen, Mark M. Davis, Tomasz Sosinowski, Andrey Novikov, Frances Crawford, David B. Neau, Junbao Yang, William W. Kwok, Philippa Marrack, John W. Kappler, Shaodong Dai, Goran Bajic, Jack Ferdman, Pirada Suphaphiphat, Ethan C. Settembre, M. Anthony Moody, Aaron G. Schmidt, Stephen C. Harrison",In vivo inhibition of tryptophan catabolism reorganizes the tuberculoma and augments immune-mediated control of,2018,115,1,E62-E71,http://www.pnas.org/content/115/1/E62.abstract,nan,http://www.pnas.org/content/115/1/E62.full,http://www.pnas.org/content/115/1/E62.full.pdf,nan,yes,nan,2018/E62.abstract.txt,,,,,,,Immunology and Inflammation,"macaque
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Feng Wang, Qian Yin, Liang Chen, Mark M. Davis",can mitigate intestinal immunopathology in the context of CTLA-4 blockade,2018,115,1,157-161,http://www.pnas.org/content/115/1/157.abstract,nan,http://www.pnas.org/content/115/1/157.full,http://www.pnas.org/content/115/1/157.full.pdf,nan,yes,nan,2018/157.abstract.txt,,,,,,,Immunology and Inflammation,"probiotics
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Yang Wang, Tomasz Sosinowski, Andrey Novikov, Frances Crawford, David B. Neau, Junbao Yang, William W. Kwok, Philippa Marrack, John W. Kappler, Shaodong Dai",C-terminal modification of the insulin B:11–23 peptide creates superagonists in mouse and human type 1 diabetes,2018,115,1,162-167,http://www.pnas.org/content/115/1/162.abstract,nan,http://www.pnas.org/content/115/1/162.full,http://www.pnas.org/content/115/1/162.full.pdf,nan,yes,nan,2018/162.abstract.txt,,,,,,,Immunology and Inflammation,"autoimmunity
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Donald D. Raymond, Goran Bajic, Jack Ferdman, Pirada Suphaphiphat, Ethan C. Settembre, M. Anthony Moody, Aaron G. Schmidt, Stephen C. Harrison",Conserved epitope on influenza-virus hemagglutinin head defined by a vaccine-induced antibody,2018,115,1,168-173,http://www.pnas.org/content/115/1/168.abstract,nan,http://www.pnas.org/content/115/1/168.full,http://www.pnas.org/content/115/1/168.full.pdf,nan,yes,nan,2018/168.abstract.txt,,,,,,,Immunology and Inflammation,"influenzavaccine
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Madeleine C. Mankowski, Valerie J. Kinchen, Lisa N. Wasilewski, Andrew I. Flyak, Stuart C. Ray, James E. Crowe, Justin R. Bailey",Synergistic anti-HCV broadly neutralizing human monoclonal antibodies with independent mechanisms,2018,115,1,E82-E91,http://www.pnas.org/content/115/1/E82.abstract,nan,http://www.pnas.org/content/115/1/E82.full,http://www.pnas.org/content/115/1/E82.full.pdf,nan,yes,nan,2018/E82.abstract.txt,,,,,,,Medical Sciences,"neutralizingantibody
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Rosa T. Branca, Andrew McCallister, Hong Yuan, Amir Aghajanian, James E. Faber, Nicholas Weimer, Riley Buchanan, Carlos S. Floyd, Michael Antonacci, Le Zhang, Alex Burant",Accurate quantification of brown adipose tissue mass by xenon-enhanced computed tomography,2018,115,1,174-179,http://www.pnas.org/content/115/1/174.abstract,nan,http://www.pnas.org/content/115/1/174.full,http://www.pnas.org/content/115/1/174.full.pdf,nan,yes,nan,2018/174.abstract.txt,,,,,,,Medical Sciences,"brownadiposetissue
","FILE : OK: .abstract.txt ,"
Biological Sciences,Microbiology,"Israel A. Figueroa, Tyler P. Barnum, Pranav Y. Somasekhar, Charlotte I. Carlström, Anna L. Engelbrektson, John D. Coates, Yue Sun, Nanhang Lei, Xiaobin Fan, Cheng Zhang, Yange Wang, Kuiyang Zheng, Dongmei Zhang, Weiqing Pan",Metagenomics-guided analysis of microbial chemolithoautotrophic phosphite oxidation yields evidence of a seventh natural CO,2018,115,1,E92-E101,http://www.pnas.org/content/115/1/E92.abstract,nan,http://www.pnas.org/content/115/1/E92.full,http://www.pnas.org/content/115/1/E92.full.pdf,nan,yes,nan,2018/E92.abstract.txt,,,,,,,Microbiology,"phosphiteoxidation
","FILE : OK: .abstract.txt ,"
Biological Sciences,Microbiology,"Xing He, Yue Sun, Nanhang Lei, Xiaobin Fan, Cheng Zhang, Yange Wang, Kuiyang Zheng, Dongmei Zhang, Weiqing Pan",promotes schistosomiasis-induced hepatic fibrosis by targeting the vitamin D receptor,2018,115,1,180-185,http://www.pnas.org/content/115/1/180.abstract,nan,http://www.pnas.org/content/115/1/180.full,http://www.pnas.org/content/115/1/180.full.pdf,nan,yes,nan,2018/180.abstract.txt,,,,,,,Microbiology,"microRNA
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,"James A. Strother, Shiuan-Tze Wu, Edward M. Rogers, Jessica L. M. Eliason, Allan M. Wong, Aljoscha Nern, Michael B. Reiser, Joseph R. Manns, Kelly R. Bijanki, David I. Bass, Stephan Hamann, Daniel L. Drane, Rebecca E. Fasano, Christopher K. Kovach, Robert E. Gross, Jon T. Willie, Olivier Marre, Gašper Tkačik, Kai J. Miller, Zack Blumenfeld, Nolan R. Williams, Vinod K. Ravikumar, Karen E. Lee, Bina Kakusa, Matthew D. Sacchet, Max Wintermark, Daniel J. Christoffel, Brian K. Rutt, Helen Bronte-Stewart, Brian Knutson, Robert C. Malenka, Casey H. Halpern, Martina Chiacchiaretta, Robert G. Lewis, Karen Brami-Cherrier, Ludovico Arcuri, Emiliana Borrelli",Behavioral state modulates the ON visual motion pathway of,2018,115,1,E102-E111,http://www.pnas.org/content/115/1/E102.abstract,nan,http://www.pnas.org/content/115/1/E102.full,http://www.pnas.org/content/115/1/E102.full.pdf,nan,yes,nan,2018/E102.abstract.txt,,,,,,,Neuroscience,"motionvision
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,"Hemmings Wu, Kai J. Miller, Zack Blumenfeld, Nolan R. Williams, Vinod K. Ravikumar, Karen E. Lee, Bina Kakusa, Matthew D. Sacchet, Max Wintermark, Daniel J. Christoffel, Brian K. Rutt, Helen Bronte-Stewart, Brian Knutson, Robert C. Malenka, Casey H. Halpern",Closing the loop on impulsivity via nucleus accumbens delta-band activity in mice and man,2018,115,1,192-197,http://www.pnas.org/content/115/1/192.abstract,nan,http://www.pnas.org/content/115/1/192.full,http://www.pnas.org/content/115/1/192.full.pdf,nan,yes,nan,2018/192.abstract.txt,,,,,,,Neuroscience,"deepbrainstimulation
","FILE : OK: .abstract.txt ,"
Biological Sciences,Neuroscience,"Daniela Radl, Martina Chiacchiaretta, Robert G. Lewis, Karen Brami-Cherrier, Ludovico Arcuri, Emiliana Borrelli",Differential regulation of striatal motor behavior and related cellular responses by dopamine D2L and D2S isoforms,2018,115,1,198-203,http://www.pnas.org/content/115/1/198.abstract,nan,http://www.pnas.org/content/115/1/198.full,http://www.pnas.org/content/115/1/198.full.pdf,nan,yes,nan,2018/198.abstract.txt,,,,,,,Neuroscience,"dopamine
","FILE : OK: .abstract.txt ,"
Biological Sciences,Pharmacology,"John B. Patton, Sandra Bonne-Année, Jessica Deckman, Jessica A. Hess, April Torigian, Thomas J. Nolan, Zhu Wang, Steven A. Kliewer, Amy C. Durham, James J. Lee, Mark L. Eberhard, David J. Mangelsdorf, James B. Lok, David Abraham","Methylprednisolone acetate induces, and Δ7-dafachronic acid suppresses,",2018,115,1,204-209,http://www.pnas.org/content/115/1/204.abstract,nan,http://www.pnas.org/content/115/1/204.full,http://www.pnas.org/content/115/1/204.full.pdf,nan,yes,nan,2018/204.abstract.txt,,,,,,,Physiology / Pharmacology,"Strongyloidesstercoralis
","FILE : OK: .abstract.txt ,"
Biological Sciences,Plant Biology,"Justin W. Walley, Zhouxin Shen, Maxwell R. McReynolds, Eric A. Schmelz, Steven P. Briggs",Fungal-induced protein hyperacetylation in maize identified by acetylome profiling,2018,115,1,210-215,http://www.pnas.org/content/115/1/210.abstract,nan,http://www.pnas.org/content/115/1/210.full,http://www.pnas.org/content/115/1/210.full.pdf,nan,yes,nan,2018/210.abstract.txt,,,,,,,Plant Biology,"acetylome
","FILE : OK: .abstract.txt ,"
Biological Sciences,Psychological and Cognitive Sciences,"Daniel L. Bowling, Dale Purves, Kamraan Z. Gill",Vocal similarity predicts the relative attraction of musical chords,2018,115,1,216-221,http://www.pnas.org/content/115/1/216.abstract,nan,http://www.pnas.org/content/115/1/216.full,http://www.pnas.org/content/115/1/216.full.pdf,nan,yes,nan,2018/216.abstract.txt,,,,,,,Psychological and Cognitive Sciences,"music
","FILE : OK: .abstract.txt ,"
Biological Sciences,Systems Biology,"Christopher P. Long, Jacqueline E. Gonzalez, Adam M. Feist, Bernhard O. Palsson, Maciek R. Antoniewicz",Dissecting the genetic and metabolic mechanisms of adaptation to the knockout of a major metabolic enzyme in,2018,115,1,222-227,http://www.pnas.org/content/115/1/222.abstract,nan,http://www.pnas.org/content/115/1/222.full,http://www.pnas.org/content/115/1/222.full.pdf,nan,yes,nan,2018/222.abstract.txt,,,,,,,Systems Biology,"adaptiveevolution
","FILE : OK: .abstract.txt ,"
Letters (Online Only),nan,"Kamal Kumar Murari, T. Jayaraman, Madhura Swaminathan",Climate change and agricultural suicides in India,2018,115,2,E115,http://www.pnas.org/content/115/2/E115.abstract,nan,http://www.pnas.org/content/115/2/E115.full,http://www.pnas.org/content/115/2/E115.full.pdf,nan,yes,nan,2018/E115.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Letters (Online Only),nan,Saudamini Das,Unfounded assumptions in linking crop-damaging temperature and suicide in India,2018,115,2,E116,http://www.pnas.org/content/115/2/E116.abstract,nan,http://www.pnas.org/content/115/2/E116.full,http://www.pnas.org/content/115/2/E116.full.pdf,nan,yes,nan,2018/E116.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Letters (Online Only),nan,Ian Plewis,Analyzing Indian farmer suicide rates,2018,115,2,E117,http://www.pnas.org/content/115/2/E117.abstract,nan,http://www.pnas.org/content/115/2/E117.full,http://www.pnas.org/content/115/2/E117.full.pdf,nan,yes,nan,2018/E117.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Letters (Online Only),nan,Tamma A. Carleton,"Reply to Plewis, Murari et al., and Das: The suicide–temperature link in India and the evidence of an agricultural channel are robust",2018,115,2,E118-E121,http://www.pnas.org/content/115/2/E118.abstract,nan,http://www.pnas.org/content/115/2/E118.full,http://www.pnas.org/content/115/2/E118.full.pdf,nan,yes,nan,2018/E118.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Letters (Online Only),nan,"Benjamin B. Risk, Hongtu Zhu",Note on bias from averaging repeated measurements in heritability studies,2018,115,2,E122,http://www.pnas.org/content/115/2/E122.abstract,nan,http://www.pnas.org/content/115/2/E122.full,http://www.pnas.org/content/115/2/E122.full.pdf,nan,yes,nan,2018/E122.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Letters (Online Only),nan,"Tian Ge, Avram J. Holmes, Randy L. Buckner, Jordan W. Smoller, Mert R. Sabuncu",Reply to Risk and Zhu: Mixed-effects modeling as a principled approach to heritability analysis with repeat measurements,2018,115,2,E123,http://www.pnas.org/content/115/2/E123.abstract,nan,http://www.pnas.org/content/115/2/E123.full,http://www.pnas.org/content/115/2/E123.full.pdf,nan,yes,nan,2018/E123.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Commentaries,nan,Jacques Balthazart,Fraternal birth order effect on sexual orientation explained,2018,115,2,234-236,http://www.pnas.org/content/115/2/234.abstract,nan,http://www.pnas.org/content/115/2/234.full,http://www.pnas.org/content/115/2/234.full.pdf,nan,yes,nan,2018/234.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Commentaries,nan,"Nina Y. Yao, Mike E. O’Donnell",Replication fork convergence at termination: A multistep process,2018,115,2,237-239,http://www.pnas.org/content/115/2/237.abstract,nan,http://www.pnas.org/content/115/2/237.full,http://www.pnas.org/content/115/2/237.full.pdf,nan,yes,nan,2018/237.abstract.txt,,,,,,,,,"FILE : OK: .abstract.txt ,META : no category details ,"
Physical Sciences,Applied Mathematics,"Daniël M. Pelt, James A. Sethian",A mixed-scale dense convolutional neural network for image analysis,2018,115,2,254-259,http://www.pnas.org/content/115/2/254.abstract,nan,http://www.pnas.org/content/115/2/254.full,http://www.pnas.org/content/115/2/254.full.pdf,nan,yes,nan,2018/254.abstract.txt,,,,,,,Applied Mathematics,"imagesegmentation
","FILE : OK: .abstract.txt ,"
Physical Sciences,Applied Physical Sciences,"Rui Zhang, Nitin Kumar, Jennifer L. Ross, Margaret L. Gardel, Juan J. de Pablo, Yongzhi Qiu, Aaron T. Blanchard, Yuan Chang, Josh M. Brockman, Victor Pui-Yan Ma, Wilbur A. Lam, Khalid Salaita","Interplay of structure, elasticity, and dynamics in actin-based nematic materials",2018,115,2,E124-E133,http://www.pnas.org/content/115/2/E124.abstract,nan,http://www.pnas.org/content/115/2/E124.full,http://www.pnas.org/content/115/2/E124.full.pdf,nan,yes,nan,2018/E124.abstract.txt,,,,,,,Applied Physical Sciences,"lyotropicliquidcrystal
","FILE : OK: .abstract.txt ,"
Physical Sciences,Astronomy,"Chuanfei Dong, Meng Jin, Manasvi Lingam, Vladimir S. Airapetian, Yingjuan Ma, Bart van der Holst, Ji-Wei Xie, Ji-Lin Zhou, Zheng Zheng, Ali Luo",Atmospheric escape from the TRAPPIST-1 planets and implications for habitability,2018,115,2,260-265,http://www.pnas.org/content/115/2/260.abstract,nan,http://www.pnas.org/content/115/2/260.full,http://www.pnas.org/content/115/2/260.full.pdf,nan,yes,nan,2018/260.abstract.txt,,,,,,,Astronomy,"exoplanets
","FILE : OK: .abstract.txt ,"
Physical Sciences,Astronomy,"Subo Dong, Ji-Wei Xie, Ji-Lin Zhou, Zheng Zheng, Ali Luo",LAMOST telescope reveals that Neptunian cousins of hot Jupiters are mostly single offspring of stars that are rich in heavy elements,2018,115,2,266-271,http://www.pnas.org/content/115/2/266.abstract,nan,http://www.pnas.org/content/115/2/266.full,http://www.pnas.org/content/115/2/266.full.pdf,nan,yes,nan,2018/266.abstract.txt,,,,,,,Astronomy,"exoplanets
","FILE : OK: .abstract.txt ,"
Physical Sciences,Biophysics and Computational Biology,"Colin H. Lipper, Ola Karmi, Yang Sung Sohn, Merav Darash-Yahana, Heiko Lammert, Luhua Song, Amy Liu, Ron Mittler, Rachel Nechushtai, José N. Onuchic, Patricia A. Jennings, Sine L. Svenningsen, Kim Sneppen, Namiko Mitarai",Structure of the human monomeric NEET protein MiNT and its role in regulating iron and reactive oxygen species in cancer cells,2018,115,2,272-277,http://www.pnas.org/content/115/2/272.abstract,nan,http://www.pnas.org/content/115/2/272.full,http://www.pnas.org/content/115/2/272.full.pdf,nan,yes,nan,2018/272.abstract.txt,,,,,,,Biophysics and Computational Biology,"NEETproteins
","FILE : OK: .abstract.txt ,"
Physical Sciences,Biophysics and Computational Biology,"Rasmus Skytte Eriksen, Sine L. Svenningsen, Kim Sneppen, Namiko Mitarai",A growing microcolony can survive and support persistent propagation of virulent phages,2018,115,2,337-342,http://www.pnas.org/content/115/2/337.abstract,nan,http://www.pnas.org/content/115/2/337.full,http://www.pnas.org/content/115/2/337.full.pdf,nan,yes,nan,2018/337.abstract.txt,,,,,,,Biophysics and Computational Biology,"bacteria
","FILE : OK: .abstract.txt ,"
Physical Sciences,Chemistry,"Ying Wang, Degao Wang, Christopher J. Dares, Seth L. Marquard, Matthew V. Sheridan, Thomas J. Meyer, Andre Rinn, Sahar Sharifzadeh, Felipe H. da Jornada, André Pick, Steven G. Louie, Gregor Witte, Leeor Kronik, Jeffrey B. Neaton, Sangam Chatterjee, Wooyoung Kang, Kook Sun Ha, Changwon Kang, Sungchul Hohng",CO,2018,115,2,278-283,http://www.pnas.org/content/115/2/278.abstract,nan,http://www.pnas.org/content/115/2/278.full,http://www.pnas.org/content/115/2/278.full.pdf,nan,yes,nan,2018/278.abstract.txt,,,,,,,Chemistry,"CO2reduction
","FILE : OK: .abstract.txt ,"
Physical Sciences,Chemistry,"Tonatiuh Rangel, Andre Rinn, Sahar Sharifzadeh, Felipe H. da Jornada, André Pick, Steven G. Louie, Gregor Witte, Leeor Kronik, Jeffrey B. Neaton, Sangam Chatterjee",Low-lying excited states in crystalline perylene,2018,115,2,284-289,http://www.pnas.org/content/115/2/284.abstract,nan,http://www.pnas.org/content/115/2/284.full,http://www.pnas.org/content/115/2/284.full.pdf,nan,yes,nan,2018/284.abstract.txt,,,,,,,Chemistry,"molecularcrystals
","FILE : OK: .abstract.txt ,"
