category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf
Biological Sciences,Biophysics and Computational Biology,"Jessica L. Thomaston, Mercedes Alfonso-Prieto, Rahel A. Woldeyes, James S. Fraser, Michael L. Klein, Giacomo Fiorin, William F. DeGrado",High-resolution structures of the M2 channel from influenza A virus reveal dynamic pathways for proton stabilization and transduction,2015,112,46,14260-14265,http://www.pnas.org/content/112/46/14260.abstract,nan,http://www.pnas.org/content/112/46/14260.full,http://www.pnas.org/content/112/46/14260.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Rui Wang, Rebecca L. Stone, Jason T. Kaelber, Ryan H. Rochat, Alpa M. Nick, K. Vinod Vijayan, Vahid Afshar-Kharghan, Michael F. Schmid, Jing-Fei Dong, Anil K. Sood, Wah Chiu",Electron cryotomography reveals ultrastructure alterations in platelets from patients with ovarian cancer,2015,112,46,14266-14271,http://www.pnas.org/content/112/46/14266.abstract,nan,http://www.pnas.org/content/112/46/14266.full,http://www.pnas.org/content/112/46/14266.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Joseph M. Muretta, John A. Rohde, Daniel O. Johnsrud, Sinziana Cornea, David D. Thomas",Direct real-time detection of the structural and biochemical events in the myosin power stroke,2015,112,46,14272-14277,http://www.pnas.org/content/112/46/14272.abstract,nan,http://www.pnas.org/content/112/46/14272.full,http://www.pnas.org/content/112/46/14272.full.pdf,,yes,
Biological Sciences,Cell Biology,"Philip B. Kidd, Michael W. Young, Eric D. Siggia, Zhong Deng, Nadia Dahmane, Kevin Tsai, Pu Wang, Dewight R. Williams, Andrew V. Kossenkov, Louise C. Showe, Rugang Zhang, Qihong Huang, José R. Conejo-Garcia, Paul M. Lieberman, Tamara Tchkonia, Husheng Ding, Mikolaj Ogrodnik, Ellen R. Lubbers, Tamar Pirtskhalava, Thomas A. White, Kurt O. Johnson, Michael B. Stout, Vojtech Mezera, Nino Giorgadze, Michael D. Jensen, Nathan K. LeBrasseur, James L. Kirkland, Andrew J. Holland, Benjamin Vitre, Shruti Naik, Don W. Cleveland, Elaine Fuchs, Andrew J. Holland, Anita Kulukian, Ofer Shoshani, Maretoshi Hirai, Yin Wang, Marcus Maldonado, Thomas Cho, Jihane Boubaker, Deborah A. Swing, Lino Tessarollo, Sylvia M. Evans, Elaine Fuchs, Don W. Cleveland, Yuki Takahashi, Florence Jollivet, Olivier Ayrault, Morgane Le Bras, Hugues de Thé",Temperature compensation and temperature sensation in the circadian clock,2015,112,46,E6284-E6292,http://www.pnas.org/content/112/46/E6284.abstract,nan,http://www.pnas.org/content/112/46/E6284.full,http://www.pnas.org/content/112/46/E6284.full.pdf,,yes,
Biological Sciences,Cell Biology,"Zhuo Wang, Zhong Deng, Nadia Dahmane, Kevin Tsai, Pu Wang, Dewight R. Williams, Andrew V. Kossenkov, Louise C. Showe, Rugang Zhang, Qihong Huang, José R. Conejo-Garcia, Paul M. Lieberman",Telomeric repeat-containing RNA (TERRA) constitutes a nucleoprotein component of extracellular inflammatory exosomes,2015,112,46,E6293-E6300,http://www.pnas.org/content/112/46/E6293.abstract,nan,http://www.pnas.org/content/112/46/E6293.full,http://www.pnas.org/content/112/46/E6293.full.pdf,,yes,
Biological Sciences,Cell Biology,"Ming Xu, Tamara Tchkonia, Husheng Ding, Mikolaj Ogrodnik, Ellen R. Lubbers, Tamar Pirtskhalava, Thomas A. White, Kurt O. Johnson, Michael B. Stout, Vojtech Mezera, Nino Giorgadze, Michael D. Jensen, Nathan K. LeBrasseur, James L. Kirkland",JAK inhibition alleviates the cellular senescence-associated secretory phenotype and frailty in old age,2015,112,46,E6301-E6310,http://www.pnas.org/content/112/46/E6301.abstract,nan,http://www.pnas.org/content/112/46/E6301.full,http://www.pnas.org/content/112/46/E6301.full.pdf,,yes,
Biological Sciences,Cell Biology,"Anita Kulukian, Andrew J. Holland, Benjamin Vitre, Shruti Naik, Don W. Cleveland, Elaine Fuchs","Epidermal development, growth control, and homeostasis in the face of centrosome amplification",2015,112,46,E6311-E6320,http://www.pnas.org/content/112/46/E6311.abstract,nan,http://www.pnas.org/content/112/46/E6311.full,http://www.pnas.org/content/112/46/E6311.full.pdf,,yes,
Biological Sciences,Cell Biology,"Benjamin Vitre, Andrew J. Holland, Anita Kulukian, Ofer Shoshani, Maretoshi Hirai, Yin Wang, Marcus Maldonado, Thomas Cho, Jihane Boubaker, Deborah A. Swing, Lino Tessarollo, Sylvia M. Evans, Elaine Fuchs, Don W. Cleveland",Chronic centrosome amplification without tumorigenesis,2015,112,46,E6321-E6330,http://www.pnas.org/content/112/46/E6321.abstract,nan,http://www.pnas.org/content/112/46/E6321.full,http://www.pnas.org/content/112/46/E6321.full.pdf,,yes,
Biological Sciences,Cell Biology,"Lisa Ivanschitz, Yuki Takahashi, Florence Jollivet, Olivier Ayrault, Morgane Le Bras, Hugues de Thé","PML IV/ARF interaction enhances p53 SUMO-1 conjugation, activation, and senescence",2015,112,46,14278-14283,http://www.pnas.org/content/112/46/14278.abstract,nan,http://www.pnas.org/content/112/46/14278.full,http://www.pnas.org/content/112/46/14278.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Xavier Cullere, Eva Plovie, Paul M. Bennett, Calum A. MacRae, Tanya N. Mayadas",The cerebral cavernous malformation proteins CCM2L and CCM2 prevent the activation of the MAP kinase MEKK3,2015,112,46,14284-14289,http://www.pnas.org/content/112/46/14284.abstract,nan,http://www.pnas.org/content/112/46/14284.full,http://www.pnas.org/content/112/46/14284.full.pdf,,yes,
Biological Sciences,Ecology,"Jill L. Deppe, Michael P. Ward, Rachel T. Bolus, Robert H. Diehl, Antonio Celis-Murillo, Theodore J. Zenzal, Frank R. Moore, Thomas J. Benson, Jaclyn A. Smolinsky, Lynn N. Schofield, David A. Enstrom, Eben H. Paxton, Gil Bohrer, Tara A. Beveroth, Arlo Raim, Renee L. Obringer, David Delaney, William W. Cochran, Ryan J. Harrigan, Joseph A. LaManna, David F. DeSante, James F. Saracco, Thomas B. Smith, Elizabeth Schrack, Qiang He, Rebecca Cope, Amanda Santoni, Tjisse van der Heide, Ralph Jacobi, Mike Jacobi, Johan van de Koppel","Fat, weather, and date affect migratory songbirds’ departure decisions, routes, and time it takes to cross the Gulf of Mexico",2015,112,46,E6331-E6338,http://www.pnas.org/content/112/46/E6331.abstract,nan,http://www.pnas.org/content/112/46/E6331.full,http://www.pnas.org/content/112/46/E6331.full.pdf,,yes,
Biological Sciences,Ecology,"T. Luke George, Ryan J. Harrigan, Joseph A. LaManna, David F. DeSante, James F. Saracco, Thomas B. Smith",Persistent impacts of West Nile virus on North American bird populations,2015,112,46,14290-14294,http://www.pnas.org/content/112/46/14290.abstract,nan,http://www.pnas.org/content/112/46/14290.full,http://www.pnas.org/content/112/46/14290.full.pdf,,yes,
Biological Sciences,Ecology,"Brian R. Silliman, Elizabeth Schrack, Qiang He, Rebecca Cope, Amanda Santoni, Tjisse van der Heide, Ralph Jacobi, Mike Jacobi, Johan van de Koppel",Facilitation shifts paradigms and can amplify coastal restoration efforts,2015,112,46,14295-14300,http://www.pnas.org/content/112/46/14295.abstract,nan,http://www.pnas.org/content/112/46/14295.full,http://www.pnas.org/content/112/46/14295.full.pdf,,yes,
Biological Sciences,Evolution,"Etienne Low-Décarie, Marcus Kolber, Paige Homme, Andrea Lofano, Alex Dumbrell, Andrew Gonzalez, Graham Bell",Community rescue in experimental metacommunities,2015,112,46,14307-14312,http://www.pnas.org/content/112/46/14307.abstract,nan,http://www.pnas.org/content/112/46/14307.full,http://www.pnas.org/content/112/46/14307.full.pdf,,yes,
Biological Sciences,Genetics,"Evelina Y. Basenko, Takahiko Sasaki, Lexiang Ji, Cameron J. Prybol, Rachel M. Burckhardt, Robert J. Schmitz, Zachary A. Lewis",Genome-wide redistribution of H3K27me3 is linked to genotoxic stress and defective growth,2015,112,46,E6339-E6348,http://www.pnas.org/content/112/46/E6339.abstract,nan,http://www.pnas.org/content/112/46/E6339.full,http://www.pnas.org/content/112/46/E6339.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Jun-Bao Fan, Sayuri Miyauchi-Ishida, Kei-ichiro Arimoto, Dan Liu, Ming Yan, Chang-Wei Liu, Balázs Győrffy, Dong-Er Zhang, Valeria Ramaglia, B. Paul Morgan, Claire L. Harris",Type I IFN induces protein ISGylation to enhance cytokine expression and augments colonic inflammation,2015,112,46,14313-14318,http://www.pnas.org/content/112/46/14313.abstract,nan,http://www.pnas.org/content/112/46/14313.full,http://www.pnas.org/content/112/46/14313.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Marieta M. Ruseva, Valeria Ramaglia, B. Paul Morgan, Claire L. Harris",An anticomplement agent that homes to the damaged brain and promotes recovery after traumatic brain injury in mice,2015,112,46,14319-14324,http://www.pnas.org/content/112/46/14319.abstract,nan,http://www.pnas.org/content/112/46/14319.full,http://www.pnas.org/content/112/46/14319.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Beng Hooi Phang, Rashidah Othman, Gaelle Bougeard, Ren Hui Chia, Thierry Frebourg, Choong Leong Tang, Peh Yean Cheah, Kanaga Sabapathy","Amino-terminal p53 mutations lead to expression of apoptosis proficient p47 and prognosticate better survival, but predispose to tumorigenesis",2015,112,46,E6349-E6358,http://www.pnas.org/content/112/46/E6349.abstract,nan,http://www.pnas.org/content/112/46/E6349.full,http://www.pnas.org/content/112/46/E6349.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Sriram Sundaravel, Ryan Duggan, Tushar Bhagat, David L. Ebenezer, Hui Liu, Yiting Yu, Matthias Bartenstein, Madhu Unnikrishnan, Subhradip Karmakar, Ting-Chun Liu, Ingrid Torregroza, Thomas Quenon, John Anastasi, Kathy L. McGraw, Andrea Pellagatti, Jacqueline Boultwood, Vijay Yajnik, Andrew Artz, Michelle M. Le Beau, Ulrich Steidl, Alan F. List, Todd Evans, Amit Verma, Amittha Wickrema",Reduced,2015,112,46,E6359-E6368,http://www.pnas.org/content/112/46/E6359.abstract,nan,http://www.pnas.org/content/112/46/E6359.full,http://www.pnas.org/content/112/46/E6359.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Sara M. Tolaney, Yves Boucher, Dan G. Duda, John D. Martin, Giorgio Seano, Marek Ancukiewicz, William T. Barry, Shom Goel, Johanna Lahdenrata, Steven J. Isakoff, Eren D. Yeh, Saloni R. Jain, Mehra Golshan, Jane Brock, Matija Snuderl, Eric P. Winer, Ian E. Krop, Rakesh K. Jain",Role of vascular density and normalization in response to neoadjuvant bevacizumab and chemotherapy in breast cancer patients,2015,112,46,14325-14330,http://www.pnas.org/content/112/46/14325.abstract,nan,http://www.pnas.org/content/112/46/14325.full,http://www.pnas.org/content/112/46/14325.full.pdf,,yes,
Biological Sciences,Microbiology,"Enrique Llobet, Verónica Martínez-Moliner, David Moranta, Käthe M. Dahlström, Verónica Regueiro, Anna Tomás, Victoria Cano, Camino Pérez-Gutiérrez, Christian G. Frank, Helena Fernández-Carrasco, José Luis Insua, Tiina A. Salminen, Junkal Garmendia, José A. Bengoechea, Cinzia Giagulli, Wangxiao He, Marina Selleri, Francesca Caccuri, Lindsay M. Eyzaguirre, Pietro Mazzuca, Silvia Corbellini, Federica Campilongo, Stefania Marsico, Emanuela Giombini, Elena Muraro, Gabriella Rozera, Paolo De Paoli, Antonino Carbone, Maria Rosaria Capobianchi, Giuseppe Ippolito, Simona Fiorentini, William A. Blattner, Wuyuan Lu, Robert C. Gallo, Arnaldo Caruso, Caleb D. Marceau, Philipp M. Starkl, Jennifer H. Lumb, Jimit Shah, Diego Guerrera, Rachel L. Cooper, Christina Merakou, Donna M. Bouley, Wenxiang Meng, Hiroshi Kiyonari, Masatoshi Takeichi, Stephen J. Galli, Fabio Bagnoli, Sandra Citi, Jan E. Carette, Manuel R. Amieva, Yoshiyuki Ohtsubo, Takashi Okubo, Masayuki Sugawara, Yuji Nagata, Masataka Tsuda, Kiwamu Minamisawa, Hisayuki Mitsui",Deciphering tissue-induced,2015,112,46,E6369-E6378,http://www.pnas.org/content/112/46/E6369.abstract,nan,http://www.pnas.org/content/112/46/E6369.full,http://www.pnas.org/content/112/46/E6369.full.pdf,,yes,
Biological Sciences,Microbiology,"Riccardo Dolcetti, Cinzia Giagulli, Wangxiao He, Marina Selleri, Francesca Caccuri, Lindsay M. Eyzaguirre, Pietro Mazzuca, Silvia Corbellini, Federica Campilongo, Stefania Marsico, Emanuela Giombini, Elena Muraro, Gabriella Rozera, Paolo De Paoli, Antonino Carbone, Maria Rosaria Capobianchi, Giuseppe Ippolito, Simona Fiorentini, William A. Blattner, Wuyuan Lu, Robert C. Gallo, Arnaldo Caruso",Role of HIV-1 matrix protein p17 variants in lymphoma pathogenesis,2015,112,46,14331-14336,http://www.pnas.org/content/112/46/14331.abstract,nan,http://www.pnas.org/content/112/46/14331.full,http://www.pnas.org/content/112/46/14331.full.pdf,,yes,
Biological Sciences,Microbiology,"Lauren M. Popov, Caleb D. Marceau, Philipp M. Starkl, Jennifer H. Lumb, Jimit Shah, Diego Guerrera, Rachel L. Cooper, Christina Merakou, Donna M. Bouley, Wenxiang Meng, Hiroshi Kiyonari, Masatoshi Takeichi, Stephen J. Galli, Fabio Bagnoli, Sandra Citi, Jan E. Carette, Manuel R. Amieva",The adherens junctions control susceptibility to,2015,112,46,14337-14342,http://www.pnas.org/content/112/46/14337.abstract,nan,http://www.pnas.org/content/112/46/14337.full,http://www.pnas.org/content/112/46/14337.full.pdf,,yes,
Biological Sciences,Microbiology,"Mizue Anda, Yoshiyuki Ohtsubo, Takashi Okubo, Masayuki Sugawara, Yuji Nagata, Masataka Tsuda, Kiwamu Minamisawa, Hisayuki Mitsui",Bacterial clade with the ribosomal RNA operon on a small plasmid rather than the chromosome,2015,112,46,14343-14347,http://www.pnas.org/content/112/46/14343.abstract,nan,http://www.pnas.org/content/112/46/14343.full,http://www.pnas.org/content/112/46/14343.full.pdf,,yes,
Biological Sciences,Neuroscience,"Juan F. Ramirez-Villegas, Nikos K. Logothetis, Michel Besserve",Diversity of sharp-wave–ripple LFP signatures reveals differentiated brain-wide dynamical events,2015,112,46,E6379-E6387,http://www.pnas.org/content/112/46/E6379.abstract,nan,http://www.pnas.org/content/112/46/E6379.full,http://www.pnas.org/content/112/46/E6379.full.pdf,,yes,
Biological Sciences,Physiology,"Min Hu, Jennifer Elise Richard, Manuel Maliqueo, Milana Kokosar, Romina Fornes, Anna Benrick, Thomas Jansson, Claes Ohlsson, Xiaoke Wu, Karolina Patrycja Skibicka, Elisabet Stener-Victorin",Maternal testosterone exposure increases anxiety-like behavior and impacts the limbic system in the offspring,2015,112,46,14348-14353,http://www.pnas.org/content/112/46/14348.abstract,nan,http://www.pnas.org/content/112/46/14348.full,http://www.pnas.org/content/112/46/14348.full.pdf,,yes,
Biological Sciences,Plant Biology,"Masashi Saruhashi, Totan Kumar Ghosh, Kenta Arai, Yumiko Ishizaki, Kazuya Hagiwara, Kenji Komatsu, Yuh Shiwa, Keiichi Izumikawa, Harunori Yoshikawa, Taishi Umezawa, Yoichi Sakata, Daisuke Takezawa, Rebeca Gonzalez-Bayon, Rebecca L. Lyons, Ian K. Greaves, Kemal Kazan, W. James Peacock, Elizabeth S. Dennis, Jian Yao, John Withers, Xiu-Fang Xin, Rahul Banerjee, Qazi Fariduddin, Yoko Nakamura, Kinya Nomura, Gregg A. Howe, Wilhelm Boland, Honggao Yan, Sheng Yang He, Kin Pan Chung, Baiying Li, Ching Man Lai, Sheung Kwan Lam, Xiangfeng Wang, Yong Cui, Caiji Gao, Ming Luo, Kam-Bo Wong, Randy Schekman, Liwen Jiang",Plant Raf-like kinase integrates abscisic acid and hyperosmotic stress signaling upstream of SNF1-related protein kinase2,2015,112,46,E6388-E6396,http://www.pnas.org/content/112/46/E6388.abstract,nan,http://www.pnas.org/content/112/46/E6388.full,http://www.pnas.org/content/112/46/E6388.full.pdf,,yes,
Biological Sciences,Plant Biology,"Michael Groszmann, Rebeca Gonzalez-Bayon, Rebecca L. Lyons, Ian K. Greaves, Kemal Kazan, W. James Peacock, Elizabeth S. Dennis",Hormone-regulated defense and stress response networks contribute to heterosis in,2015,112,46,E6397-E6406,http://www.pnas.org/content/112/46/E6397.abstract,nan,http://www.pnas.org/content/112/46/E6397.full,http://www.pnas.org/content/112/46/E6397.full.pdf,,yes,
Biological Sciences,Plant Biology,"Li Zhang, Jian Yao, John Withers, Xiu-Fang Xin, Rahul Banerjee, Qazi Fariduddin, Yoko Nakamura, Kinya Nomura, Gregg A. Howe, Wilhelm Boland, Honggao Yan, Sheng Yang He",Host target modification as a strategy to counter pathogen hijacking of the jasmonate hormone receptor,2015,112,46,14354-14359,http://www.pnas.org/content/112/46/14354.abstract,nan,http://www.pnas.org/content/112/46/14354.full,http://www.pnas.org/content/112/46/14354.full.pdf,,yes,
Biological Sciences,Plant Biology,"Yonglun Zeng, Kin Pan Chung, Baiying Li, Ching Man Lai, Sheung Kwan Lam, Xiangfeng Wang, Yong Cui, Caiji Gao, Ming Luo, Kam-Bo Wong, Randy Schekman, Liwen Jiang",Unique COPII component AtSar1a/AtSec23a pair is required for the distinct function of protein ER export in,2015,112,46,14360-14365,http://www.pnas.org/content/112/46/14360.abstract,nan,http://www.pnas.org/content/112/46/14360.full,http://www.pnas.org/content/112/46/14360.full.pdf,,yes,
Biological Sciences,Population Biology,"Adam J. Kucharski, Anton Camacho, Stefan Flasche, Rebecca E. Glover, W. John Edmunds, Sebastian Funk",Measuring the impact of Ebola control measures in Sierra Leone,2015,112,46,14366-14371,http://www.pnas.org/content/112/46/14366.abstract,nan,http://www.pnas.org/content/112/46/14366.full,http://www.pnas.org/content/112/46/14366.full.pdf,,yes,
Biological Sciences,Psychological and Cognitive Sciences,"K. G. Garner, Paul E. Dux, John F. Burke, Michael J. Kahana",Training conquers multitasking costs by dividing task representations in the frontoparietal-subcortical system,2015,112,46,14372-14377,http://www.pnas.org/content/112/46/14372.abstract,nan,http://www.pnas.org/content/112/46/14372.full,http://www.pnas.org/content/112/46/14372.full.pdf,,yes,
Biological Sciences,Psychological and Cognitive Sciences,"Maxwell B. Merkow, John F. Burke, Michael J. Kahana",The human hippocampus contributes to both the recollection and familiarity components of recognition memory,2015,112,46,14378-14383,http://www.pnas.org/content/112/46/14378.abstract,nan,http://www.pnas.org/content/112/46/14378.full,http://www.pnas.org/content/112/46/14378.full.pdf,,yes,
Biological Sciences,Sustainability Science,"Stephen R. Carpenter, William A. Brock, Carl Folke, Egbert H. van Nes, Marten Scheffer, Amy M. Betzelberger, Shaowen Wang, Eric Shook, Xin-Guang Zhu, Stephen P. Long, Elizabeth A. Ainsworth",Allowing variance may enlarge the safe operating space for exploited ecosystems,2015,112,46,14384-14389,http://www.pnas.org/content/112/46/14384.abstract,nan,http://www.pnas.org/content/112/46/14384.full,http://www.pnas.org/content/112/46/14384.full.pdf,,yes,
Biological Sciences,Sustainability Science,"Justin M. McGrath, Amy M. Betzelberger, Shaowen Wang, Eric Shook, Xin-Guang Zhu, Stephen P. Long, Elizabeth A. Ainsworth",An analysis of ozone damage to historical maize and soybean yields in the United States,2015,112,46,14390-14395,http://www.pnas.org/content/112/46/14390.abstract,nan,http://www.pnas.org/content/112/46/14390.full,http://www.pnas.org/content/112/46/14390.full.pdf,,yes,
Corrections (Online Only),Sustainability Science,nan,"Correction for Futrell et al., Large-scale evidence of dependency length minimization in 37 languages",2015,112,46,E6407,http://www.pnas.org/content/112/46/E6407.abstract,nan,http://www.pnas.org/content/112/46/E6407.full,http://www.pnas.org/content/112/46/E6407.full.pdf,,yes,
Corrections (Online Only),Sustainability Science,nan,"Correction for Dequéant et al., Discovery of progenitor cell signatures by time-series synexpression analysis during",2015,112,46,E6408,http://www.pnas.org/content/112/46/E6408.abstract,nan,http://www.pnas.org/content/112/46/E6408.full,http://www.pnas.org/content/112/46/E6408.full.pdf,,yes,
Corrections (Online Only),Sustainability Science,nan,"Correction for Choi et al., The SWI/SNF chromatin remodeling complex regulates germinal center formation by repressing Blimp-1 expression",2015,112,46,E6409,http://www.pnas.org/content/112/46/E6409.abstract,nan,http://www.pnas.org/content/112/46/E6409.full,http://www.pnas.org/content/112/46/E6409.full.pdf,,yes,
Corrections (Online Only),Sustainability Science,nan,"Correction for Samaha et al., Top-down control of the phase of alpha-band oscillations as a mechanism for temporal prediction",2015,112,46,E6410,http://www.pnas.org/content/112/46/E6410.abstract,nan,http://www.pnas.org/content/112/46/E6410.full,http://www.pnas.org/content/112/46/E6410.full.pdf,,yes,
This Week in PNAS,nan,nan,In This Issue,2015,112,47,14397-14398,http://www.pnas.org/content/112/47/14397.abstract,nan,http://www.pnas.org/content/112/47/14397.full,http://www.pnas.org/content/112/47/14397.full.pdf,,yes,
Letters (Online Only),nan,"Golo Kronenberg, Matthias Endres, Karen Gertz",Genetics of alcohol use disorders: Actin gets into the act,2015,112,47,E6411,http://www.pnas.org/content/112/47/E6411.abstract,nan,http://www.pnas.org/content/112/47/E6411.full,http://www.pnas.org/content/112/47/E6411.full.pdf,,yes,
Letters (Online Only),nan,Kevin Fiscella,Distinguishing phases of biomedical research is critical to improving health outcomes,2015,112,47,E6412,http://www.pnas.org/content/112/47/E6412.abstract,nan,http://www.pnas.org/content/112/47/E6412.full,http://www.pnas.org/content/112/47/E6412.full.pdf,,yes,
Letters (Online Only),nan,"Anthony Bowen, Arturo Casadevall",Reply to Fiscella: The phases of biomedical research should be studied to optimize health outcomes,2015,112,47,E6413,http://www.pnas.org/content/112/47/E6413.abstract,nan,http://www.pnas.org/content/112/47/E6413.full,http://www.pnas.org/content/112/47/E6413.full.pdf,,yes,
Letters (Online Only),nan,"Jeffrey A. Keelan, Matthew S. Payne",Vaginal microbiota during pregnancy: Pathways of risk of preterm delivery in the absence of intrauterine infection?,2015,112,47,E6414,http://www.pnas.org/content/112/47/E6414.abstract,nan,http://www.pnas.org/content/112/47/E6414.full,http://www.pnas.org/content/112/47/E6414.full.pdf,,yes,
Letters (Online Only),nan,"Daniel B. DiGiulio, David K. Stevenson, Gary Shaw, Deirdre J. Lyell, David A. Relman",Reply to Keelan and Payne: Microbiota-related pathways for preterm birth,2015,112,47,E6415,http://www.pnas.org/content/112/47/E6415.abstract,nan,http://www.pnas.org/content/112/47/E6415.full,http://www.pnas.org/content/112/47/E6415.full.pdf,,yes,
News Feature,nan,Amber Dance,News Feature: How online studies are transforming psychology research,2015,112,47,14399-14401,http://www.pnas.org/content/112/47/14399.abstract,nan,http://www.pnas.org/content/112/47/14399.full,http://www.pnas.org/content/112/47/14399.full.pdf,,yes,
Commentaries,nan,John M. Anderies,Managing variance: Key policy challenges for the Anthropocene,2015,112,47,14402-14403,http://www.pnas.org/content/112/47/14402.abstract,nan,http://www.pnas.org/content/112/47/14402.full,http://www.pnas.org/content/112/47/14402.full.pdf,,yes,
Commentaries,nan,"Galip Gürkan Yardımcı, William Stafford Noble",Predictive model of 3D domain formation via CTCF-mediated extrusion,2015,112,47,14404-14405,http://www.pnas.org/content/112/47/14404.abstract,nan,http://www.pnas.org/content/112/47/14404.full,http://www.pnas.org/content/112/47/14404.full.pdf,,yes,
Commentaries,nan,"Leigh Ellis, Massimo Loda",Advanced neuroendocrine prostate tumors regress to stemness,2015,112,47,14406-14407,http://www.pnas.org/content/112/47/14406.abstract,nan,http://www.pnas.org/content/112/47/14406.full,http://www.pnas.org/content/112/47/14406.full.pdf,,yes,
Commentaries,nan,Nora Engel,Imprinted X chromosome inactivation offers up a double dose of epigenetics,2015,112,47,14408-14409,http://www.pnas.org/content/112/47/14408.abstract,nan,http://www.pnas.org/content/112/47/14408.full,http://www.pnas.org/content/112/47/14408.full.pdf,,yes,
Commentaries,nan,Christopher H. House,Penciling in details of the Hadean,2015,112,47,14410-14411,http://www.pnas.org/content/112/47/14410.abstract,nan,http://www.pnas.org/content/112/47/14410.full,http://www.pnas.org/content/112/47/14410.full.pdf,,yes,
PNAS Plus Significance Statements,nan,nan,PNAS Plus Significance Statements,2015,112,47,14412-14414,http://www.pnas.org/content/112/47/14412.abstract,nan,http://www.pnas.org/content/112/47/14412.full,http://www.pnas.org/content/112/47/14412.full.pdf,,yes,
The Engineering of Biology and Medicine PNAS 100th Anniversary Special Feature (Free Online),Introduction,"Mark E. Davis, Robert Langer",The Engineering of Biology and Medicine,2015,112,47,14423,http://www.pnas.org/content/112/47/14423.abstract,nan,http://www.pnas.org/content/112/47/14423.full,http://www.pnas.org/content/112/47/14423.full.pdf,,yes,
The Engineering of Biology and Medicine PNAS 100th Anniversary Special Feature (Free Online),Perspectives,"Ralph Weissleder, Matthias Nahrendorf, Keith Pardee, James J. Collins, Christopher B. Rodell, Jason A. Burdick, Kristi S. Anseth, David J. Mooney, Justin H. Lo, Sangeeta N. Bhatia, Melody A. Swartz",Advancing biomedical imaging,2015,112,47,14424-14428,http://www.pnas.org/content/112/47/14424.abstract,nan,http://www.pnas.org/content/112/47/14424.full,http://www.pnas.org/content/112/47/14424.full.pdf,,yes,
The Engineering of Biology and Medicine PNAS 100th Anniversary Special Feature (Free Online),Perspectives,"Shimyn Slomovic, Keith Pardee, James J. Collins",Synthetic biology devices for in vitro and in vivo diagnostics,2015,112,47,14429-14435,http://www.pnas.org/content/112/47/14429.abstract,nan,http://www.pnas.org/content/112/47/14429.full,http://www.pnas.org/content/112/47/14429.full.pdf,,yes,
The Engineering of Biology and Medicine PNAS 100th Anniversary Special Feature (Free Online),Perspectives,James R. Heath,Nanotechnologies for biomedical science and translational medicine,2015,112,47,14436-14443,http://www.pnas.org/content/112/47/14436.abstract,nan,http://www.pnas.org/content/112/47/14436.full,http://www.pnas.org/content/112/47/14436.full.pdf,,yes,
The Engineering of Biology and Medicine PNAS 100th Anniversary Special Feature (Free Online),Perspectives,"Mark W. Tibbitt, Christopher B. Rodell, Jason A. Burdick, Kristi S. Anseth",Progress in material design for biomedical applications,2015,112,47,14444-14451,http://www.pnas.org/content/112/47/14444.abstract,nan,http://www.pnas.org/content/112/47/14444.full,http://www.pnas.org/content/112/47/14444.full.pdf,,yes,
The Engineering of Biology and Medicine PNAS 100th Anniversary Special Feature (Free Online),Perspectives,"Angelo S. Mao, David J. Mooney",Regenerative medicine: Current therapies and future directions,2015,112,47,14452-14459,http://www.pnas.org/content/112/47/14452.abstract,nan,http://www.pnas.org/content/112/47/14452.full,http://www.pnas.org/content/112/47/14452.full.pdf,,yes,
The Engineering of Biology and Medicine PNAS 100th Anniversary Special Feature (Free Online),Perspectives,"Ester J. Kwon, Justin H. Lo, Sangeeta N. Bhatia",Smart nanosystems: Bio-inspired technologies that interact with the host environment,2015,112,47,14460-14466,http://www.pnas.org/content/112/47/14460.abstract,nan,http://www.pnas.org/content/112/47/14460.full,http://www.pnas.org/content/112/47/14460.full.pdf,,yes,
The Engineering of Biology and Medicine PNAS 100th Anniversary Special Feature (Free Online),Perspectives,"Laura Jeanbart, Melody A. Swartz",Engineering opportunities in cancer immunotherapy,2015,112,47,14467-14472,http://www.pnas.org/content/112/47/14467.abstract,nan,http://www.pnas.org/content/112/47/14467.full,http://www.pnas.org/content/112/47/14467.full.pdf,,yes,
