category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf
Physical Sciences,Chemistry,"Oscar Branson, Elisa A. Bonnin, Daniel E. Perea, Howard J. Spero, Zihua Zhu, Maria Winters, Bärbel Hönisch, Ann D. Russell, Jennifer S. Fehrenbacher, Alexander C. Gagnon, Antonio C. Ruzzini, Clarissa S. Sit, Heidi Horn, Adrián A. Pinto-Tomás, Cameron R. Currie, Jon Clardy, Yurui Gao, Hui Li, Sheng Meng, Lei Li, Joseph S. Francisco, Xiao Cheng Zeng",Nanometer-Scale Chemistry of a Calcite Biomineralization Template: Implications for Skeletal Composition and Nucleation,2016,113,46,12934-12939,http://www.pnas.org/content/113/46/12934.abstract,nan,http://www.pnas.org/content/113/46/12934.full,http://www.pnas.org/content/113/46/12934.full.pdf,,yes,
Physical Sciences,Chemistry,"Ethan B. Van Arnam, Antonio C. Ruzzini, Clarissa S. Sit, Heidi Horn, Adrián A. Pinto-Tomás, Cameron R. Currie, Jon Clardy","Selvamicin, an atypical antifungal polyene from two alternative genomic contexts",2016,113,46,12940-12945,http://www.pnas.org/content/113/46/12940.abstract,nan,http://www.pnas.org/content/113/46/12940.full,http://www.pnas.org/content/113/46/12940.full.pdf,,yes,
Physical Sciences,Chemistry,"Chongqin Zhu, Yurui Gao, Hui Li, Sheng Meng, Lei Li, Joseph S. Francisco, Xiao Cheng Zeng",Characterizing hydrophobicity of amino acid side chains in a protein environment via measuring contact angle of a water nanodroplet on planar peptide network,2016,113,46,12946-12951,http://www.pnas.org/content/113/46/12946.abstract,nan,http://www.pnas.org/content/113/46/12946.full,http://www.pnas.org/content/113/46/12946.full.pdf,,yes,
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","Hélène Delavault, Catherine Chauvel, Emilie Thomassot, Colin W. Devey, Baptiste Dazas",Sulfur and lead isotopic evidence of relic Archean sediments in the Pitcairn mantle plume,2016,113,46,12952-12956,http://www.pnas.org/content/113/46/12952.abstract,nan,http://www.pnas.org/content/113/46/12952.full,http://www.pnas.org/content/113/46/12952.full.pdf,,yes,
Physical Sciences,Environmental Sciences,"Kirsty High, Nicky Milner, Ian Panter, Beatrice Demarchi, Kirsty E. H. Penkman, Ting Wei, Robert L. Korty, James P. Kossin, Zhongshi Zhang, Huijun Wang",Lessons from Star Carr on the vulnerability of organic archaeological remains to environmental change,2016,113,46,12957-12962,http://www.pnas.org/content/113/46/12957.abstract,nan,http://www.pnas.org/content/113/46/12957.full,http://www.pnas.org/content/113/46/12957.full.pdf,,yes,
Physical Sciences,Environmental Sciences,"Qing Yan, Ting Wei, Robert L. Korty, James P. Kossin, Zhongshi Zhang, Huijun Wang",Enhanced intensity of global tropical cyclones during the mid-Pliocene warm period,2016,113,46,12963-12967,http://www.pnas.org/content/113/46/12963.abstract,nan,http://www.pnas.org/content/113/46/12963.full,http://www.pnas.org/content/113/46/12963.full.pdf,,yes,
Physical Sciences,Physics,"Fabian von Rohr, Michał J. Winiarski, Jing Tao, Tomasz Klimczuk, Robert Joseph Cava, Bing Lv, Liangzi Deng, Shu-Yuan Huyan, Yu-Yi Xue, Ching-Wu Chu",Effect of electron count and chemical complexity in the Ta-Nb-Hf-Zr-Ti high-entropy alloy superconductor,2016,113,46,E7144-E7150,http://www.pnas.org/content/113/46/E7144.abstract,nan,http://www.pnas.org/content/113/46/E7144.full,http://www.pnas.org/content/113/46/E7144.full.pdf,,yes,
Physical Sciences,Physics,"Kui Zhao, Bing Lv, Liangzi Deng, Shu-Yuan Huyan, Yu-Yi Xue, Ching-Wu Chu",Interface-induced superconductivity at ∼25 K at ambient pressure in undoped CaFe,2016,113,46,12968-12973,http://www.pnas.org/content/113/46/12968.abstract,nan,http://www.pnas.org/content/113/46/12968.full,http://www.pnas.org/content/113/46/12968.full.pdf,,yes,
Social Sciences,Environmental Sciences,"Boris T. van Zanten, Derek B. Van Berkel, Ross K. Meentemeyer, Jordan W. Smith, Koen F. Tieskens, Peter H. Verburg",Continental-scale quantification of landscape values using social media data,2016,113,46,12974-12979,http://www.pnas.org/content/113/46/12974.abstract,nan,http://www.pnas.org/content/113/46/12974.full,http://www.pnas.org/content/113/46/12974.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Yuval Porat, Ehud Zohary, Bradley C. Love, Alison R. Preston",Practice improves peri-saccadic shape judgment but does not diminish target mislocalization,2016,113,46,E7327-E7336,http://www.pnas.org/content/113/46/E7327.abstract,nan,http://www.pnas.org/content/113/46/E7327.full,http://www.pnas.org/content/113/46/E7327.full.pdf,,yes,
Social Sciences,Psychological and Cognitive Sciences,"Michael L. Mack, Bradley C. Love, Alison R. Preston",Dynamic updating of hippocampal object representations reflects new conceptual knowledge,2016,113,46,13203-13208,http://www.pnas.org/content/113/46/13203.abstract,nan,http://www.pnas.org/content/113/46/13203.full,http://www.pnas.org/content/113/46/13203.full.pdf,,yes,
Social Sciences,Social Sciences,"William R. Hobbs, Moira Burke, Nicholas A. Christakis, James H. Fowler, James Riehl, Ming Cao",Online social integration is associated with reduced mortality risk,2016,113,46,12980-12984,http://www.pnas.org/content/113/46/12980.abstract,nan,http://www.pnas.org/content/113/46/12980.full,http://www.pnas.org/content/113/46/12980.full.pdf,,yes,
Social Sciences,Social Sciences,"Pouria Ramazi, James Riehl, Ming Cao",Networks of conforming or nonconforming individuals tend to reach satisfactory decisions,2016,113,46,12985-12990,http://www.pnas.org/content/113/46/12985.abstract,nan,http://www.pnas.org/content/113/46/12985.full,http://www.pnas.org/content/113/46/12985.full.pdf,,yes,
Biological Sciences,Biochemistry,"Shuobing Chen, Jiayi Wu, Ying Lu, Yong-Bei Ma, Byung-Hoon Lee, Zhou Yu, Qi Ouyang, Daniel J. Finley, Marc W. Kirschner, Youdong Mao",Structural basis for dynamic regulation of the human 26S proteasome,2016,113,46,12991-12996,http://www.pnas.org/content/113/46/12991.abstract,nan,http://www.pnas.org/content/113/46/12991.full,http://www.pnas.org/content/113/46/12991.full.pdf,,yes,
Biological Sciences,Biochemistry,"Tomonari Muramatsu, Chie Takemoto, Yong-Tae Kim, Hongfei Wang, Wataru Nishii, Takaho Terada, Mikako Shirouzu, Shigeyuki Yokoyama",SARS-CoV 3CL protease cleaves its C-terminal autoprocessing site by novel subsite cooperativity,2016,113,46,12997-13002,http://www.pnas.org/content/113/46/12997.abstract,nan,http://www.pnas.org/content/113/46/12997.full,http://www.pnas.org/content/113/46/12997.full.pdf,,yes,
Biological Sciences,Biochemistry,"Malik Joseph Francis, Siobhan Roche, Michael Jeffrey Cho, Eileen Beall, Bosun Min, Ronaldo Paolo Panganiban, Donald C. Rio",IRBP bZIP heterodimer binds P-element DNA and affects hybrid dysgenesis,2016,113,46,13003-13008,http://www.pnas.org/content/113/46/13003.abstract,nan,http://www.pnas.org/content/113/46/13003.full,http://www.pnas.org/content/113/46/13003.full.pdf,,yes,
Biological Sciences,Biochemistry,"Leonardo Nogara, Nariman Naber, Edward Pate, Marcella Canton, Carlo Reggiani, Roger Cooke",Piperine’s mitigation of obesity and diabetes can be explained by its up-regulation of the metabolic rate of resting muscle,2016,113,46,13009-13014,http://www.pnas.org/content/113/46/13009.abstract,nan,http://www.pnas.org/content/113/46/13009.full,http://www.pnas.org/content/113/46/13009.full.pdf,,yes,
Biological Sciences,Biochemistry,"Jing Li, Jose Pindado Rodriguez, Fengfeng Niu, Mengchen Pu, Jinan Wang, Li-Wei Hung, Qiang Shao, Yanping Zhu, Wei Ding, Yanqing Liu, Yurong Da, Zhi Yao, Jie Yang, Yongfang Zhao, Gong-Hong Wei, Genhong Cheng, Zhi-Jie Liu, Songying Ouyang",Structural basis for DNA recognition by STAT6,2016,113,46,13015-13020,http://www.pnas.org/content/113/46/13015.abstract,nan,http://www.pnas.org/content/113/46/13015.full,http://www.pnas.org/content/113/46/13015.full.pdf,,yes,
Biological Sciences,Biochemistry,"Kamlesh Bisht, Eric M. Smith, Valerie M. Tesmer, Jayakrishnan Nandakumar",Structural and functional consequences of a disease mutation in the telomere protein TPP1,2016,113,46,13021-13026,http://www.pnas.org/content/113/46/13021.abstract,nan,http://www.pnas.org/content/113/46/13021.full,http://www.pnas.org/content/113/46/13021.full.pdf,,yes,
Biological Sciences,Biochemistry,"Laura M. K. Dassama, Grace E. Kenney, Soo Y. Ro, Eliza L. Zielazinski, Amy C. Rosenzweig",Methanobactin transport machinery,2016,113,46,13027-13032,http://www.pnas.org/content/113/46/13027.abstract,nan,http://www.pnas.org/content/113/46/13027.full,http://www.pnas.org/content/113/46/13027.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Kalpana Mandal, Atef Asnacios, Bruno Goud, Jean-Baptiste Manneville, Carolina Sánchez-Rico, Hyun-Seo Kang, Tobias Madl, Katia Zanier, Anders Barth, Lisa R. Warner, Michael Sattler, Don C. Lamb, Ami Yamamoto, Mark McClellan, Taylor A. Reid, Melissa Plooster, G. W. Gant Luxton, Joshua Alper, Jonathon Howard, Melissa K. Gardner, Janine Fischer, Friedrich W. Schwarz, Wilhelm J. Walter, Petra Schwille, Stefan Diez, Tullio Pozzan, Fabio Mammano, Verna Van, Heather M. Frank, Carly A. Sciandra, Sayo McCowin, Justin Santos, Xiao Heng, Michael F. Summers, Shinya Hanashima, Mamoru Suzuki, Haruka Saiki, Taichi Hayashi, Keisuke Kakinouchi, Shigeru Sugiyama, Satoshi Kawatake, Shigeru Matsuoka, Nobuaki Matsumori, Eriko Nango, Jun Kobayashi, Tatsuro Shimamura, Kanako Kimura, Chihiro Mori, Naoki Kunishima, Michihiro Sugahara, Yoko Takakyu, Shigeyuki Inoue, Tetsuya Masuda, Toshiaki Hosaka, Kensuke Tono, Yasumasa Joti, Takashi Kameshima, Takaki Hatsui, Makina Yabashi, Tsuyoshi Inoue, Osamu Nureki, So Iwata, Michio Murata, Eiichi Mizohata, Kathryn M. Hart, Michael J. Harms, Susan Marqusee, Hannes Witt, Partho Halder, Reinhard Jahn, Andreas Janshoff",Mapping intracellular mechanics on micropatterned substrates,2016,113,46,E7159-E7168,http://www.pnas.org/content/113/46/E7159.abstract,nan,http://www.pnas.org/content/113/46/E7159.full,http://www.pnas.org/content/113/46/E7159.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Lena Voith von Voithenberg, Carolina Sánchez-Rico, Hyun-Seo Kang, Tobias Madl, Katia Zanier, Anders Barth, Lisa R. Warner, Michael Sattler, Don C. Lamb",Recognition of the 3′ splice site RNA by the U2AF heterodimer involves a dynamic population shift,2016,113,46,E7169-E7175,http://www.pnas.org/content/113/46/E7169.abstract,nan,http://www.pnas.org/content/113/46/E7169.full,http://www.pnas.org/content/113/46/E7169.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Courtney Coombes, Ami Yamamoto, Mark McClellan, Taylor A. Reid, Melissa Plooster, G. W. Gant Luxton, Joshua Alper, Jonathon Howard, Melissa K. Gardner",Mechanism of microtubule lumen entry for the α-tubulin acetyltransferase enzyme αTAT1,2016,113,46,E7176-E7184,http://www.pnas.org/content/113/46/E7176.abstract,nan,http://www.pnas.org/content/113/46/E7176.full,http://www.pnas.org/content/113/46/E7176.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Rahul Grover, Janine Fischer, Friedrich W. Schwarz, Wilhelm J. Walter, Petra Schwille, Stefan Diez",Transport efficiency of membrane-anchored kinesin-1 motors depends on motor density and diffusivity,2016,113,46,E7185-E7193,http://www.pnas.org/content/113/46/E7185.abstract,nan,http://www.pnas.org/content/113/46/E7185.full,http://www.pnas.org/content/113/46/E7185.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Federico Ceriani, Tullio Pozzan, Fabio Mammano",Critical role of ATP-induced ATP release for Ca,2016,113,46,E7194-E7201,http://www.pnas.org/content/113/46/E7194.abstract,nan,http://www.pnas.org/content/113/46/E7194.full,http://www.pnas.org/content/113/46/E7194.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Sarah C. Keane, Verna Van, Heather M. Frank, Carly A. Sciandra, Sayo McCowin, Justin Santos, Xiao Heng, Michael F. Summers",NMR detection of intermolecular interaction sites in the dimeric 5′-leader of the HIV-1 genome,2016,113,46,13033-13038,http://www.pnas.org/content/113/46/13033.abstract,nan,http://www.pnas.org/content/113/46/13033.full,http://www.pnas.org/content/113/46/13033.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Takanori Nakane, Shinya Hanashima, Mamoru Suzuki, Haruka Saiki, Taichi Hayashi, Keisuke Kakinouchi, Shigeru Sugiyama, Satoshi Kawatake, Shigeru Matsuoka, Nobuaki Matsumori, Eriko Nango, Jun Kobayashi, Tatsuro Shimamura, Kanako Kimura, Chihiro Mori, Naoki Kunishima, Michihiro Sugahara, Yoko Takakyu, Shigeyuki Inoue, Tetsuya Masuda, Toshiaki Hosaka, Kensuke Tono, Yasumasa Joti, Takashi Kameshima, Takaki Hatsui, Makina Yabashi, Tsuyoshi Inoue, Osamu Nureki, So Iwata, Michio Murata, Eiichi Mizohata","Membrane protein structure determination by SAD, SIR, or SIRAS phasing in serial femtosecond crystallography using an iododetergent",2016,113,46,13039-13044,http://www.pnas.org/content/113/46/13039.abstract,nan,http://www.pnas.org/content/113/46/13039.full,http://www.pnas.org/content/113/46/13039.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Shion A. Lim, Kathryn M. Hart, Michael J. Harms, Susan Marqusee",Evolutionary trend toward kinetic stability in the folding trajectory of RNases H,2016,113,46,13045-13050,http://www.pnas.org/content/113/46/13045.abstract,nan,http://www.pnas.org/content/113/46/13045.full,http://www.pnas.org/content/113/46/13045.full.pdf,,yes,
Biological Sciences,Biophysics and Computational Biology,"Marieelen Oelkers, Hannes Witt, Partho Halder, Reinhard Jahn, Andreas Janshoff",SNARE-mediated membrane fusion trajectories derived from force-clamp experiments,2016,113,46,13051-13056,http://www.pnas.org/content/113/46/13051.abstract,nan,http://www.pnas.org/content/113/46/13051.full,http://www.pnas.org/content/113/46/13051.full.pdf,,yes,
Biological Sciences,Cell Biology,"Yohei Hayashi, Edward C. Hsiao, Salma Sami, Mariselle Lancero, Christopher R. Schlieve, Trieu Nguyen, Koyori Yano, Ayako Nagahashi, Makoto Ikeya, Yoshihisa Matsumoto, Ken Nishimura, Aya Fukuda, Koji Hisatake, Kiichiro Tomoda, Isao Asaka, Junya Toguchida, Bruce R. Conklin, Shinya Yamanaka, Juliette Le Douce, Angela Logan, Andrew M. James, Gilles Bonvento, Michael P. Murphy, Angeles Almeida, Juan P. Bolaños, Ann N. Stepanchick, Paul H. Tewson, Cassandra M. Hartle, Jin Zhang, Anne Marie Quinn, Thomas E. Hughes, Tooraj Mirshahi",BMP-SMAD-ID promotes reprogramming to pluripotency by inhibiting p16/INK4A-dependent senescence,2016,113,46,13057-13062,http://www.pnas.org/content/113/46/13057.abstract,nan,http://www.pnas.org/content/113/46/13057.full,http://www.pnas.org/content/113/46/13057.full.pdf,,yes,
Biological Sciences,Cell Biology,"Irene Lopez-Fabuel, Juliette Le Douce, Angela Logan, Andrew M. James, Gilles Bonvento, Michael P. Murphy, Angeles Almeida, Juan P. Bolaños",Complex I assembly into supercomplexes determines differential mitochondrial ROS production in neurons and astrocytes,2016,113,46,13063-13068,http://www.pnas.org/content/113/46/13063.abstract,nan,http://www.pnas.org/content/113/46/13063.full,http://www.pnas.org/content/113/46/13063.full.pdf,,yes,
Biological Sciences,Cell Biology,"Bryn S. Moore, Ann N. Stepanchick, Paul H. Tewson, Cassandra M. Hartle, Jin Zhang, Anne Marie Quinn, Thomas E. Hughes, Tooraj Mirshahi",Cilia have high cAMP levels that are inhibited by Sonic Hedgehog-regulated calcium dynamics,2016,113,46,13069-13074,http://www.pnas.org/content/113/46/13069.abstract,nan,http://www.pnas.org/content/113/46/13069.full,http://www.pnas.org/content/113/46/13069.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Eric M. Erkenbrack, Wei Cui, Gracy X. Rosario, Regan L. Scott, Pramod Dhakal, Stephen J. Renaud, Makoto Tachibana, M. A. Karim Rumi, Clifford W. Mason, Adam J. Krieg, Michael J. Soares",Divergence of ectodermal and mesodermal gene regulatory network linkages in early development of sea urchins,2016,113,46,E7202-E7211,http://www.pnas.org/content/113/46/E7202.abstract,nan,http://www.pnas.org/content/113/46/E7202.full,http://www.pnas.org/content/113/46/E7202.full.pdf,,yes,
Biological Sciences,Developmental Biology,"Damayanti Chakraborty, Wei Cui, Gracy X. Rosario, Regan L. Scott, Pramod Dhakal, Stephen J. Renaud, Makoto Tachibana, M. A. Karim Rumi, Clifford W. Mason, Adam J. Krieg, Michael J. Soares",HIF-KDM3A-MMP12 regulatory circuit ensures trophoblast plasticity and placental adaptations to hypoxia,2016,113,46,E7212-E7221,http://www.pnas.org/content/113/46/E7212.abstract,nan,http://www.pnas.org/content/113/46/E7212.full,http://www.pnas.org/content/113/46/E7212.full.pdf,,yes,
Biological Sciences,Ecology,"Adam Wolf, William R. L. Anderegg, Stephen W. Pacala, Daniel C. Donato, Kenneth F. Raffa, Monica G. Turner, M. Cyrus Maher, Ryan D. Hernandez, Sanjay Basu, George Sugihara, K. Fred Huemmrich, Christopher Y. S. Wong, Ingo Ensminger, Steven Garrity, David Y. Hollinger, Asko Noormets, Josep Peñuelas, N. Simon Sanghera, Olivier Penacchio, Paul George Lovell, Graeme D. Ruxton, Julie M. Harris, Tamir Klein, Steven Jansen, Brendan Choat, Lawren Sack",Optimal stomatal behavior with competition for water and risk of hydraulic impairment,2016,113,46,E7222-E7230,http://www.pnas.org/content/113/46/E7222.abstract,nan,http://www.pnas.org/content/113/46/E7222.full,http://www.pnas.org/content/113/46/E7222.full.pdf,,yes,
Biological Sciences,Ecology,"Rupert Seidl, Daniel C. Donato, Kenneth F. Raffa, Monica G. Turner",Spatial variability in tree regeneration after wildfire delays and dampens future bark beetle outbreaks,2016,113,46,13075-13080,http://www.pnas.org/content/113/46/13075.abstract,nan,http://www.pnas.org/content/113/46/13075.full,http://www.pnas.org/content/113/46/13075.full.pdf,,yes,
Biological Sciences,Ecology,"Ethan R. Deyle, M. Cyrus Maher, Ryan D. Hernandez, Sanjay Basu, George Sugihara",Global environmental drivers of influenza,2016,113,46,13081-13086,http://www.pnas.org/content/113/46/13081.abstract,nan,http://www.pnas.org/content/113/46/13081.full,http://www.pnas.org/content/113/46/13081.full.pdf,,yes,
Biological Sciences,Ecology,"John A. Gamon, K. Fred Huemmrich, Christopher Y. S. Wong, Ingo Ensminger, Steven Garrity, David Y. Hollinger, Asko Noormets, Josep Peñuelas",A remotely sensed pigment index reveals photosynthetic phenology in evergreen conifers,2016,113,46,13087-13092,http://www.pnas.org/content/113/46/13087.abstract,nan,http://www.pnas.org/content/113/46/13087.full,http://www.pnas.org/content/113/46/13087.full.pdf,,yes,
Biological Sciences,Ecology,"Innes C. Cuthill, N. Simon Sanghera, Olivier Penacchio, Paul George Lovell, Graeme D. Ruxton, Julie M. Harris",Optimizing countershading camouflage,2016,113,46,13093-13097,http://www.pnas.org/content/113/46/13093.abstract,nan,http://www.pnas.org/content/113/46/13093.full,http://www.pnas.org/content/113/46/13093.full.pdf,,yes,
Biological Sciences,Ecology,"Megan K. Bartlett, Tamir Klein, Steven Jansen, Brendan Choat, Lawren Sack","The correlations and sequence of plant stomatal, hydraulic, and wilting responses to drought",2016,113,46,13098-13103,http://www.pnas.org/content/113/46/13098.abstract,nan,http://www.pnas.org/content/113/46/13098.full,http://www.pnas.org/content/113/46/13098.full.pdf,,yes,
Biological Sciences,Environmental Sciences,"Wei Li, Philippe Ciais, Yilong Wang, Shushi Peng, Grégoire Broquet, Ashley P. Ballantyne, Josep G. Canadell, Leila Cooper, Pierre Friedlingstein, Corinne Le Quéré, Ranga B. Myneni, Glen P. Peters, Shilong Piao, Julia Pongratz",Reducing uncertainties in decadal variability of the global carbon budget with multiple datasets,2016,113,46,13104-13108,http://www.pnas.org/content/113/46/13104.abstract,nan,http://www.pnas.org/content/113/46/13104.full,http://www.pnas.org/content/113/46/13104.full.pdf,,yes,
Biological Sciences,Evolution,"Igor B. Rogozin, Frida Belinky, Vladimir Pavlenko, Svetlana A. Shabalina, David M. Kristensen, Eugene V. Koonin, Nancy A. Moran",Evolutionary switches between two serine codon sets are driven by selection,2016,113,46,13109-13113,http://www.pnas.org/content/113/46/13109.abstract,nan,http://www.pnas.org/content/113/46/13109.full,http://www.pnas.org/content/113/46/13109.full.pdf,,yes,
Biological Sciences,Evolution,"Rebecca A. Chong, Nancy A. Moran",Intraspecific genetic variation in hosts affects regulation of obligate heritable symbionts,2016,113,46,13114-13119,http://www.pnas.org/content/113/46/13114.abstract,nan,http://www.pnas.org/content/113/46/13114.full,http://www.pnas.org/content/113/46/13114.full.pdf,,yes,
Biological Sciences,Genetics,"Alex Chia Yu Chang, Sang-Ging Ong, Edward L. LaGory, Peggy E. Kraft, Amato J. Giaccia, Joseph C. Wu, Helen M. Blau, Mihaela Babiceanu, Shailesh Kumar, Yuemeng Jia, Fujun Qin, Frederic G. Barr, Hui Li",Telomere shortening and metabolic compromise underlie dystrophic cardiomyopathy,2016,113,46,13120-13125,http://www.pnas.org/content/113/46/13120.abstract,nan,http://www.pnas.org/content/113/46/13120.full,http://www.pnas.org/content/113/46/13120.full.pdf,,yes,
Biological Sciences,Genetics,"Zhongqiu Xie, Mihaela Babiceanu, Shailesh Kumar, Yuemeng Jia, Fujun Qin, Frederic G. Barr, Hui Li",Fusion transcriptome profiling provides insights into alveolar rhabdomyosarcoma,2016,113,46,13126-13131,http://www.pnas.org/content/113/46/13126.abstract,nan,http://www.pnas.org/content/113/46/13126.full,http://www.pnas.org/content/113/46/13126.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Christian J. Maine, John R. Teijaro, Kristi Marquardt, Linda A. Sherman, Jose Campos, Marilena Gallotta, Mei Gong, Chad Crain, Edwina Naik, Robert L. Coffman, Cristiana Guiducci, Marina Miller, Andrew K. Beppu, James Mueller, Matthew D. McGeough, Christine Vuong, Maya R. Karta, Peter Rosenthal, Fazila Chouiali, Taylor A. Doherty, Richard C. Kurten, Qutayba Hamid, Hal M. Hoffman, David H. Broide",PTPN22 contributes to exhaustion of T lymphocytes during chronic viral infection,2016,113,46,E7231-E7239,http://www.pnas.org/content/113/46/E7231.abstract,nan,http://www.pnas.org/content/113/46/E7231.full,http://www.pnas.org/content/113/46/E7231.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Shu Wang, Jose Campos, Marilena Gallotta, Mei Gong, Chad Crain, Edwina Naik, Robert L. Coffman, Cristiana Guiducci",Intratumoral injection of a CpG oligonucleotide reverts resistance to PD-1 blockade by expanding multifunctional CD8,2016,113,46,E7240-E7249,http://www.pnas.org/content/113/46/E7240.abstract,nan,http://www.pnas.org/content/113/46/E7240.full,http://www.pnas.org/content/113/46/E7240.full.pdf,,yes,
Biological Sciences,Immunology and Inflammation,"Sudipta Das, Marina Miller, Andrew K. Beppu, James Mueller, Matthew D. McGeough, Christine Vuong, Maya R. Karta, Peter Rosenthal, Fazila Chouiali, Taylor A. Doherty, Richard C. Kurten, Qutayba Hamid, Hal M. Hoffman, David H. Broide",GSDMB induces an asthma phenotype characterized by increased airway responsiveness and remodeling without lung inflammation,2016,113,46,13132-13137,http://www.pnas.org/content/113/46/13132.abstract,nan,http://www.pnas.org/content/113/46/13132.full,http://www.pnas.org/content/113/46/13132.full.pdf,,yes,
Biological Sciences,Medical Sciences,"José Rivera-Torres, Conrado J. Calvo, Anna Llach, Gabriela Guzmán-Martínez, Ricardo Caballero, Cristina González-Gómez, Luis J. Jiménez-Borreguero, Juan A. Guadix, Fernando G. Osorio, Carlos López-Otín, Adela Herraiz-Martínez, Nuria Cabello, Alex Vallmitjana, Raul Benítez, Leslie B. Gordon, José Jalife, José M. Pérez-Pomares, Juan Tamargo, Eva Delpón, Leif Hove-Madsen, David Filgueiras-Rama, Vicente Andrés, Amanda C. Drennan, Michele Ceribelli, Fen Zhu, George W. Wright, Da Wei Huang, Wenming Xiao, Yangguang Li, Kreg M. Grindle, Li Lu, Daniel J. Hodson, Arthur L. Shaffer, Hong Zhao, Weihong Xu, Yandan Yang, Louis M. Staudt, Moira Burke, Nicholas A. Christakis, James H. Fowler, Hendrik Spahr, Clara Pfäffle, Helge Sudkamp, Gesa Franke, Gereon Hüttmann, Joni Degerman, Tuuli A. Nissinen, Ilkka Miinalainen, Risto Kerkelä, Antti Siltanen, Janne T. Backman, Eero Mervaala, Juha J. Hulmi, Riikka Kivelä, Kari Alitalo, Bo Li, Liang Zhou, Shubin Yu, Zijie Su, Jiaxing Song, Qi Sun, Ou Sha, Xiaomei Wang, Wenqi Jiang, Karl Willert, Lei Wei, Dennis A. Carson, Desheng Lu, Abdul Hannan, Kristina Hertzler-Schaefer, Fen Wang, Gen-Sheng Feng, Jian Zhong, Jean J. Zhao, Julian Downward, Xin Zhang, Jun Qi, Ronald M. Paranal, Weiping Tang, Edward Greenberg, Nathan West, Meaghan E. Colling, Guillermina Estiu, Ralph Mazitschek, Jennifer A. Perry, Hiroto Ohguchi, Francesca Cottini, Naoya Mimura, Güllü Görgün, Yu-Tzu Tai, Paul G. Richardson, Ruben D. Carrasco, Olaf Wiest, Stuart L. Schreiber, Kenneth C. Anderson, James E. Bradner",Cardiac electrical defects in progeroid mice and Hutchinson–Gilford progeria syndrome patients with nuclear lamina alterations,2016,113,46,E7250-E7259,http://www.pnas.org/content/113/46/E7250.abstract,nan,http://www.pnas.org/content/113/46/E7250.full,http://www.pnas.org/content/113/46/E7250.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Lixin Rui, Amanda C. Drennan, Michele Ceribelli, Fen Zhu, George W. Wright, Da Wei Huang, Wenming Xiao, Yangguang Li, Kreg M. Grindle, Li Lu, Daniel J. Hodson, Arthur L. Shaffer, Hong Zhao, Weihong Xu, Yandan Yang, Louis M. Staudt",Epigenetic gene regulation by Janus kinase 1 in diffuse large B-cell lymphoma,2016,113,46,E7260-E7267,http://www.pnas.org/content/113/46/E7260.abstract,nan,http://www.pnas.org/content/113/46/E7260.full,http://www.pnas.org/content/113/46/E7260.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Markus Räsänen, Joni Degerman, Tuuli A. Nissinen, Ilkka Miinalainen, Risto Kerkelä, Antti Siltanen, Janne T. Backman, Eero Mervaala, Juha J. Hulmi, Riikka Kivelä, Kari Alitalo",VEGF-B gene therapy inhibits doxorubicin-induced cardiotoxicity by endothelial protection,2016,113,46,13144-13149,http://www.pnas.org/content/113/46/13144.abstract,nan,http://www.pnas.org/content/113/46/13144.full,http://www.pnas.org/content/113/46/13144.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Zhongyuan Wang, Bo Li, Liang Zhou, Shubin Yu, Zijie Su, Jiaxing Song, Qi Sun, Ou Sha, Xiaomei Wang, Wenqi Jiang, Karl Willert, Lei Wei, Dennis A. Carson, Desheng Lu",Prodigiosin inhibits Wnt/β-catenin signaling and exerts anticancer activity in breast cancer cells,2016,113,46,13150-13155,http://www.pnas.org/content/113/46/13150.abstract,nan,http://www.pnas.org/content/113/46/13150.full,http://www.pnas.org/content/113/46/13150.full.pdf,,yes,
Biological Sciences,Medical Sciences,"Grinu Mathew, Abdul Hannan, Kristina Hertzler-Schaefer, Fen Wang, Gen-Sheng Feng, Jian Zhong, Jean J. Zhao, Julian Downward, Xin Zhang",Targeting of Ras-mediated FGF signaling suppresses Pten-deficient skin tumor,2016,113,46,13156-13161,http://www.pnas.org/content/113/46/13156.abstract,nan,http://www.pnas.org/content/113/46/13156.full,http://www.pnas.org/content/113/46/13156.full.pdf,,yes,
