category,category_minor,authors,title,year,volume,issue,pages,url_abstract,url_extract,url_fulltext,url_fullpdf,url_abstract_is_duplicate,download_abstract,download_fullpdf,abstract_local_path,local_fullpdf_path,category_fullpdf,category_abstract_1_major,category_abstract_1_minor,category_abstract_2_major,category_abstract_2_minor,category_merged,keywords,warning
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","Shane G. DuBay, Carl C. Fuldner, Ralph E. Pudritz, Dmitry A. Semenov, Thomas K. Henning",Bird specimens track 135 years of atmospheric black carbon and environmental policy,2017,114,43,11321-11326,http://www.pnas.org/content/114/43/11321.abstract,nan,http://www.pnas.org/content/114/43/11321.full,http://www.pnas.org/content/114/43/11321.full.pdf,nan,yes,nan,2017/11321.abstract.txt,,,,,,,"Earth, Atmospheric, and Planetary Sciences","airpollution
","FILE : OK: .abstract.txt ,"
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences","Ben K. D. Pearce, Ralph E. Pudritz, Dmitry A. Semenov, Thomas K. Henning",Origin of the RNA world: The fate of nucleobases in warm little ponds,2017,114,43,11327-11332,http://www.pnas.org/content/114/43/11327.abstract,nan,http://www.pnas.org/content/114/43/11327.full,http://www.pnas.org/content/114/43/11327.full.pdf,nan,yes,nan,2017/11327.abstract.txt,,,,,,,"Earth, Atmospheric, and Planetary Sciences","lifeorigins
","FILE : OK: .abstract.txt ,"
Physical Sciences,"Earth, Atmospheric, and Planetary Sciences",Georg Feulner,Formation of most of our coal brought Earth close to global glaciation,2017,114,43,11333-11337,http://www.pnas.org/content/114/43/11333.abstract,nan,http://www.pnas.org/content/114/43/11333.full,http://www.pnas.org/content/114/43/11333.full.pdf,nan,yes,nan,2017/11333.abstract.txt,,,,,,,"Earth, Atmospheric, and Planetary Sciences","paleoclimate
","FILE : OK: .abstract.txt ,"
Physical Sciences,Engineering,"Soracha Thamphiwatana, Pavimol Angsantikul, Tamara Escajadillo, Qiangzhe Zhang, Joshua Olson, Brian T. Luk, Sophia Zhang, Ronnie H. Fang, Weiwei Gao, Victor Nizet, Liangfang Zhang",Macrophage-like nanoparticles concurrently absorbing endotoxins and proinflammatory cytokines for sepsis management,2017,114,43,11488-11493,http://www.pnas.org/content/114/43/11488.abstract,nan,http://www.pnas.org/content/114/43/11488.full,http://www.pnas.org/content/114/43/11488.full.pdf,nan,yes,nan,2017/11488.abstract.txt,,,,,,,Engineering,"biomimeticnanoparticle
","FILE : OK: .abstract.txt ,"
Physical Sciences,Environmental Sciences,"Anna Possner, Ken Caldeira, Dominique Boeuf, Daniel R. Mende, Elisha M. Wood-Charlson, Alice Vislova, John M. Eppley, Anna E. Romano, Edward F. DeLong",Geophysical potential for wind energy over the open oceans,2017,114,43,11338-11343,http://www.pnas.org/content/114/43/11338.abstract,nan,http://www.pnas.org/content/114/43/11338.full,http://www.pnas.org/content/114/43/11338.full.pdf,nan,yes,nan,2017/11338.abstract.txt,,,,,,,Environmental Sciences,"windpower
","FILE : OK: .abstract.txt ,"
Physical Sciences,Environmental Sciences,"Frank O. Aylward, Dominique Boeuf, Daniel R. Mende, Elisha M. Wood-Charlson, Alice Vislova, John M. Eppley, Anna E. Romano, Edward F. DeLong",Diel cycling and long-term persistence of viruses in the ocean’s euphotic zone,2017,114,43,11446-11451,http://www.pnas.org/content/114/43/11446.abstract,nan,http://www.pnas.org/content/114/43/11446.full,http://www.pnas.org/content/114/43/11446.full.pdf,nan,yes,nan,2017/11446.abstract.txt,,,,,,,Environmental Sciences,"marinevirus
","FILE : OK: .abstract.txt ,"
Physical Sciences,Physics,"T. Shi, H. J. Kimble, J. I. Cirac, Sean A. Hartnoll, Giovanni Volpe, Patrick Charbonneau, Daniele Coslovich, Andrea Ninarello, Misaki Ozawa, Sho Yaida, Soonwon Choi, Peter Zoller, Mikhail D. Lukin",Topological phenomena in classical optical networks,2017,114,43,E8967-E8976,http://www.pnas.org/content/114/43/E8967.abstract,nan,http://www.pnas.org/content/114/43/E8967.full,http://www.pnas.org/content/114/43/E8967.full.pdf,nan,yes,nan,2017/E8967.abstract.txt,,,,,,,Physics,"topology
","FILE : OK: .abstract.txt ,"
Physical Sciences,Physics,"Andrew Lucas, Sean A. Hartnoll",Resistivity bound for hydrodynamic bad metals,2017,114,43,11344-11349,http://www.pnas.org/content/114/43/11344.abstract,nan,http://www.pnas.org/content/114/43/11344.full,http://www.pnas.org/content/114/43/11344.full.pdf,nan,yes,nan,2017/11344.abstract.txt,,,,,,,Physics,"badmetals
","FILE : OK: .abstract.txt ,"
Physical Sciences,Physics,"Giorgio Volpe, Giovanni Volpe",The topography of the environment alters the optimal search strategy for active particles,2017,114,43,11350-11355,http://www.pnas.org/content/114/43/11350.abstract,nan,http://www.pnas.org/content/114/43/11350.full,http://www.pnas.org/content/114/43/11350.full.pdf,nan,yes,nan,2017/11350.abstract.txt,,,,,,,Physics,"optimalsearchstrategy
","FILE : OK: .abstract.txt ,"
Physical Sciences,Physics,"Ludovic Berthier, Patrick Charbonneau, Daniele Coslovich, Andrea Ninarello, Misaki Ozawa, Sho Yaida",Configurational entropy measurements in extremely supercooled liquids that break the glass ceiling,2017,114,43,11356-11361,http://www.pnas.org/content/114/43/11356.abstract,nan,http://www.pnas.org/content/114/43/11356.full,http://www.pnas.org/content/114/43/11356.full.pdf,nan,yes,nan,2017/11356.abstract.txt,,,,,,,Physics,"glass
","FILE : OK: .abstract.txt ,"
Physical Sciences,Physics,"Hannes Pichler, Soonwon Choi, Peter Zoller, Mikhail D. Lukin",Universal photonic quantum computation via time-delayed feedback,2017,114,43,11362-11367,http://www.pnas.org/content/114/43/11362.abstract,nan,http://www.pnas.org/content/114/43/11362.full,http://www.pnas.org/content/114/43/11362.full.pdf,nan,yes,nan,2017/11362.abstract.txt,,,,,,,Physics,"quantumoptics
","FILE : OK: .abstract.txt ,"
Physical Sciences,Statistics,"Leying Guan, Xiaoying Tian, Saurabh Gombar, Allison J. Zemek, Gomathi Krishnan, Robert Scott, Balasubramanian Narasimhan, Robert J. Tibshirani, Tho D. Pham",Big data modeling to predict platelet usage and minimize wastage in a tertiary care system,2017,114,43,11368-11373,http://www.pnas.org/content/114/43/11368.abstract,nan,http://www.pnas.org/content/114/43/11368.full,http://www.pnas.org/content/114/43/11368.full.pdf,nan,yes,nan,2017/11368.abstract.txt,,,,,,,Statistics,"prediction
","FILE : OK: .abstract.txt ,"
Social Sciences,Psychological and Cognitive Sciences,"Kara Weisman, Carol S. Dweck, Ellen M. Markman",Rethinking people’s conceptions of mental life,2017,114,43,11374-11379,http://www.pnas.org/content/114/43/11374.abstract,nan,http://www.pnas.org/content/114/43/11374.full,http://www.pnas.org/content/114/43/11374.full.pdf,nan,yes,nan,2017/11374.abstract.txt,,,,,,,Psychological and Cognitive Sciences,"mindperception
","FILE : OK: .abstract.txt ,"
Social Sciences,Social Sciences,"Noah E. Friedkin, Francesco Bullo",How truth wins in opinion dynamics along issue sequences,2017,114,43,11380-11385,http://www.pnas.org/content/114/43/11380.abstract,nan,http://www.pnas.org/content/114/43/11380.full,http://www.pnas.org/content/114/43/11380.full.pdf,nan,yes,nan,2017/11380.abstract.txt,,,,,,,Social Sciences,"networkscience
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Yosuke Senju, Maria Kalimeri, Essi V. Koskela, Pentti Somerharju, Hongxia Zhao, Ilpo Vattulainen, Pekka Lappalainen, Jun Yao, Yidan Qin, Ryan M. Nottingham, Morayma M. Temoche-Diaz, Randy Schekman, Alan M. Lambowitz, Jason S. Rush, Michael A. Durney, Zhifang Cao, Vlado Dančík, Benjamin Chittick, Huixian Wu, Adam Petrone, Joshua A. Bittker, Andrew Phillips, Jose R. Perez, Alykhan F. Shamji, Virendar K. Kaushik, Mark J. Daly, Daniel B. Graham, Stuart L. Schreiber, Ramnik J. Xavier, Josefin M. E. Forslund, Steffi Goffart, Annika Pfeiffer, Gorazd Stojkovič, Gustavo Carvalho, Natalie Al-Furoukh, Luis Blanco, Sjoerd Wanrooij, Jaakko L. O. Pohjoismäki, Jonathan M. Ghergurovich, Nello Mainolfi, Vipin Suri, Stephanie K. Jeong, Sophia Hsin-Jung Li, Adam Friedman, Mark G. Manfredi, Zemer Gitai, Hahn Kim, Joshua D. Rabinowitz",Mechanistic principles underlying regulation of the actin cytoskeleton by phosphoinositides,2017,114,43,E8977-E8986,http://www.pnas.org/content/114/43/E8977.abstract,nan,http://www.pnas.org/content/114/43/E8977.full,http://www.pnas.org/content/114/43/E8977.full.pdf,nan,yes,nan,2017/E8977.abstract.txt,,,,,,,Biochemistry,"actincytoskeleton
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Matthew J. Shurtleff, Jun Yao, Yidan Qin, Ryan M. Nottingham, Morayma M. Temoche-Diaz, Randy Schekman, Alan M. Lambowitz",Broad role for YBX1 in defining the small noncoding RNA composition of exosomes,2017,114,43,E8987-E8995,http://www.pnas.org/content/114/43/E8987.abstract,nan,http://www.pnas.org/content/114/43/E8987.full,http://www.pnas.org/content/114/43/E8987.full.pdf,nan,yes,nan,2017/E8987.abstract.txt,,,,,,,Biochemistry,"extracellularvesicle
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Elizaveta S. Leshchiner, Jason S. Rush, Michael A. Durney, Zhifang Cao, Vlado Dančík, Benjamin Chittick, Huixian Wu, Adam Petrone, Joshua A. Bittker, Andrew Phillips, Jose R. Perez, Alykhan F. Shamji, Virendar K. Kaushik, Mark J. Daly, Daniel B. Graham, Stuart L. Schreiber, Ramnik J. Xavier",Small-molecule inhibitors directly target CARD9 and mimic its protective variant in inflammatory bowel disease,2017,114,43,11392-11397,http://www.pnas.org/content/114/43/11392.abstract,nan,http://www.pnas.org/content/114/43/11392.full,http://www.pnas.org/content/114/43/11392.full.pdf,nan,yes,nan,2017/11392.abstract.txt,,,,,,,Biochemistry,"CARD9
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Rubén Torregrosa-Muñumer, Josefin M. E. Forslund, Steffi Goffart, Annika Pfeiffer, Gorazd Stojkovič, Gustavo Carvalho, Natalie Al-Furoukh, Luis Blanco, Sjoerd Wanrooij, Jaakko L. O. Pohjoismäki",PrimPol is required for replication reinitiation after mtDNA damage,2017,114,43,11398-11403,http://www.pnas.org/content/114/43/11398.abstract,nan,http://www.pnas.org/content/114/43/11398.full,http://www.pnas.org/content/114/43/11398.full.pdf,nan,yes,nan,2017/11398.abstract.txt,,,,,,,Biochemistry,"DNArepair
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biochemistry,"Gregory S. Ducker, Jonathan M. Ghergurovich, Nello Mainolfi, Vipin Suri, Stephanie K. Jeong, Sophia Hsin-Jung Li, Adam Friedman, Mark G. Manfredi, Zemer Gitai, Hahn Kim, Joshua D. Rabinowitz",Human SHMT inhibitors reveal defective glycine import as a targetable metabolic vulnerability of diffuse large B-cell lymphoma,2017,114,43,11404-11409,http://www.pnas.org/content/114/43/11404.abstract,nan,http://www.pnas.org/content/114/43/11404.full,http://www.pnas.org/content/114/43/11404.full.pdf,nan,yes,nan,2017/11404.abstract.txt,,,,,,,Biochemistry,"SHMT
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Deepti Karandur, Agata Nawrotek, John Kuriyan, Jacqueline Cherfils",Multiple interactions between an Arf/GEF complex and charged lipids determine activation kinetics on the membrane,2017,114,43,11416-11421,http://www.pnas.org/content/114/43/11416.abstract,nan,http://www.pnas.org/content/114/43/11416.full,http://www.pnas.org/content/114/43/11416.full.pdf,nan,yes,nan,2017/11416.abstract.txt,,,,,,,Biophysics and Computational Biology,"smallGTPase
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Chang Min Kim, Young-Jin Son, Sunghwan Kim, Seo Yun Kim, Hyun Ho Park",Molecular basis for unique specificity of human TRAF4 for platelets GPIbβ and GPVI,2017,114,43,11422-11427,http://www.pnas.org/content/114/43/11422.abstract,nan,http://www.pnas.org/content/114/43/11422.full,http://www.pnas.org/content/114/43/11422.full.pdf,nan,yes,nan,2017/11422.abstract.txt,,,,,,,Biophysics and Computational Biology,"platelet
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"Giulio Tesei, Mario Vazdar, Malene Ringkjøbing Jensen, Carolina Cragnell, Phil E. Mason, Jan Heyda, Marie Skepö, Pavel Jungwirth, Mikael Lund",Self-association of a highly charged arginine-rich cell-penetrating peptide,2017,114,43,11428-11433,http://www.pnas.org/content/114/43/11428.abstract,nan,http://www.pnas.org/content/114/43/11428.full,http://www.pnas.org/content/114/43/11428.full.pdf,nan,yes,nan,2017/11428.abstract.txt,,,,,,,Biophysics and Computational Biology,"cell-penetratingpeptide
","FILE : OK: .abstract.txt ,"
Biological Sciences,Biophysics and Computational Biology,"William M. Jacobs, Eugene I. Shakhnovich",Evidence of evolutionary selection for cotranslational folding,2017,114,43,11434-11439,http://www.pnas.org/content/114/43/11434.abstract,nan,http://www.pnas.org/content/114/43/11434.full,http://www.pnas.org/content/114/43/11434.full.pdf,nan,yes,nan,2017/11434.abstract.txt,,,,,,,Biophysics and Computational Biology,"cotranslationalfolding
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Antoine de Morrée, Cindy T. J. van Velthoven, Qiang Gan, Jayesh S. Salvi, Julian D. D. Klein, Igor Akimenko, Marco Quarta, Stefano Biressi, Thomas A. Rando, Paola Ceriotti, Antonio Campo, Giulia Borile, Andrea Armani, Pierluigi Carullo, Valentina Prando, Raffaele Coppini, Vladimiro Vida, Tomas O. Stølen, Wisløff Ulrik, Elisabetta Cerbai, Giovanni Stellin, Giuseppe Faggian, Diego De Stefani, Marco Sandri, Rosario Rizzuto, Fabio Di Lisa, Tullio Pozzan, Daniele Catalucci, Marco Mongillo, Sathiya Pandi Narayanan, Kajal Biswas, Amit Gupta, Neha Ahuja, Sandhya Yadav, Rajendra Kumar Panday, Atul Samaiya, Shyam K. Sharan, Sanjeev Shukla",Staufen1 inhibits MyoD translation to actively maintain muscle stem cell quiescence,2017,114,43,E8996-E9005,http://www.pnas.org/content/114/43/E8996.abstract,nan,http://www.pnas.org/content/114/43/E8996.full,http://www.pnas.org/content/114/43/E8996.full.pdf,nan,yes,nan,2017/E8996.abstract.txt,,,,,,,Cell Biology,"Staufen1
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Tania Zaglia, Paola Ceriotti, Antonio Campo, Giulia Borile, Andrea Armani, Pierluigi Carullo, Valentina Prando, Raffaele Coppini, Vladimiro Vida, Tomas O. Stølen, Wisløff Ulrik, Elisabetta Cerbai, Giovanni Stellin, Giuseppe Faggian, Diego De Stefani, Marco Sandri, Rosario Rizzuto, Fabio Di Lisa, Tullio Pozzan, Daniele Catalucci, Marco Mongillo",Content of mitochondrial calcium uniporter (MCU) in cardiomyocytes is regulated by microRNA-1 in physiologic and pathologic hypertrophy,2017,114,43,E9006-E9015,http://www.pnas.org/content/114/43/E9006.abstract,nan,http://www.pnas.org/content/114/43/E9006.full,http://www.pnas.org/content/114/43/E9006.full.pdf,nan,yes,nan,2017/E9006.abstract.txt,,,,,,,Cell Biology,"microRNA
","FILE : OK: .abstract.txt ,"
Biological Sciences,Cell Biology,"Smriti Singh, Sathiya Pandi Narayanan, Kajal Biswas, Amit Gupta, Neha Ahuja, Sandhya Yadav, Rajendra Kumar Panday, Atul Samaiya, Shyam K. Sharan, Sanjeev Shukla",Intragenic DNA methylation and BORIS-mediated cancer-specific splicing contribute to the Warburg effect,2017,114,43,11440-11445,http://www.pnas.org/content/114/43/11440.abstract,nan,http://www.pnas.org/content/114/43/11440.full,http://www.pnas.org/content/114/43/11440.full.pdf,nan,yes,nan,2017/11440.abstract.txt,,,,,,,Cell Biology,"alternativesplicing
","FILE : OK: .abstract.txt ,"
Biological Sciences,Developmental Biology,"Katherine Stewart, You Chi Tang, Maxwell E. R. Shafer, Adda-Lee Graham-Paquin, Maxime Bouchard",Modulation of apoptotic response by LAR family phosphatases–cIAP1 signaling during urinary tract morphogenesis,2017,114,43,E9016-E9025,http://www.pnas.org/content/114/43/E9016.abstract,nan,http://www.pnas.org/content/114/43/E9016.full,http://www.pnas.org/content/114/43/E9016.full.pdf,nan,yes,nan,2017/E9016.abstract.txt,,,,,,,Developmental Biology,"apoptosis
","FILE : OK: .abstract.txt ,"
Biological Sciences,Ecology,"Hong Qian, Yi Jin, Robert E. Ricklefs",Phylogenetic diversity anomaly in angiosperms between eastern Asia and eastern North America,2017,114,43,11452-11457,http://www.pnas.org/content/114/43/11452.abstract,nan,http://www.pnas.org/content/114/43/11452.full,http://www.pnas.org/content/114/43/11452.full.pdf,nan,yes,nan,2017/11452.abstract.txt,,,,,,,Ecology,"floweringplants
","FILE : OK: .abstract.txt ,"
Biological Sciences,Ecology,"Carolina Sarmiento, Paul-Camilo Zalamea, James W. Dalling, Adam S. Davis, Simon M. Stump, Jana M. U’Ren, A. Elizabeth Arnold",Soilborne fungi have host affinity and host-specific effects on seed germination and survival in a lowland tropical forest,2017,114,43,11458-11463,http://www.pnas.org/content/114/43/11458.abstract,nan,http://www.pnas.org/content/114/43/11458.full,http://www.pnas.org/content/114/43/11458.full.pdf,nan,yes,nan,2017/11458.abstract.txt,,,,,,,Ecology,"diversity
","FILE : OK: .abstract.txt ,"
Biological Sciences,Ecology,"Daniel S. Maynard, Thomas W. Crowther, Mark A. Bradford",Competitive network determines the direction of the diversity–function relationship,2017,114,43,11464-11469,http://www.pnas.org/content/114/43/11464.abstract,nan,http://www.pnas.org/content/114/43/11464.full,http://www.pnas.org/content/114/43/11464.full.pdf,nan,yes,nan,2017/11464.abstract.txt,,,,,,,Ecology,"competitiveintransitivity
","FILE : OK: .abstract.txt ,"
Biological Sciences,Evolution,"Alejandro Couce, Larissa Viraphong Caudwell, Christoph Feinauer, Thomas Hindré, Jean-Paul Feugeas, Martin Weigt, Richard E. Lenski, Dominique Schneider, Olivier Tenaillon, Sjouke A. Kingma, Eleanor A. Fairfield, Hannah L. Dugdale, Jan Komdeur, Lewis G. Spurgin, David S. Richardson, Zhiheng Li, Zhonghe Zhou","Mutator genomes decay, despite sustained fitness gains, in a long-term experiment with bacteria",2017,114,43,E9026-E9035,http://www.pnas.org/content/114/43/E9026.abstract,nan,http://www.pnas.org/content/114/43/E9026.full,http://www.pnas.org/content/114/43/E9026.full.pdf,nan,yes,nan,2017/E9026.abstract.txt,,,,,,,Evolution,"geneticdraft
","FILE : OK: .abstract.txt ,"
Biological Sciences,Evolution,"Kat Bebbington, Sjouke A. Kingma, Eleanor A. Fairfield, Hannah L. Dugdale, Jan Komdeur, Lewis G. Spurgin, David S. Richardson",Kinship and familiarity mitigate costs of social conflict between Seychelles warbler neighbors,2017,114,43,E9036-E9045,http://www.pnas.org/content/114/43/E9036.abstract,nan,http://www.pnas.org/content/114/43/E9036.full,http://www.pnas.org/content/114/43/E9036.full.pdf,nan,yes,nan,2017/E9036.abstract.txt,,,,,,,Evolution,"kinselection
","FILE : OK: .abstract.txt ,"
Biological Sciences,Evolution,"Min Wang, Zhiheng Li, Zhonghe Zhou",Insight into the growth pattern and bone fusion of basal birds from an Early Cretaceous enantiornithine bird,2017,114,43,11470-11475,http://www.pnas.org/content/114/43/11470.abstract,nan,http://www.pnas.org/content/114/43/11470.full,http://www.pnas.org/content/114/43/11470.full.pdf,nan,yes,nan,2017/11470.abstract.txt,,,,,,,Evolution,"bonefusion
","FILE : OK: .abstract.txt ,"
Biological Sciences,Genetics,"Karl B. Shpargel, Joshua Starmer, Chaochen Wang, Kai Ge, Terry Magnuson, Peter J. Dickinson, Tamer Mansour, Beverly K. Sturges, Miriam Aguilar, Amy E. Young, Courtney Korff, Jenna Lind, Cassandra L. Ettinger, Samuel Varon, Rachel Pollard, C. Titus Brown, Terje Raudsepp, Danika L. Bannasch",UTX-guided neural crest function underlies craniofacial features of Kabuki syndrome,2017,114,43,E9046-E9055,http://www.pnas.org/content/114/43/E9046.abstract,nan,http://www.pnas.org/content/114/43/E9046.full,http://www.pnas.org/content/114/43/E9046.full.pdf,nan,yes,nan,2017/E9046.abstract.txt,,,,,,,Genetics,"UTX
","FILE : OK: .abstract.txt ,"
Biological Sciences,Genetics,"Emily A. Brown, Peter J. Dickinson, Tamer Mansour, Beverly K. Sturges, Miriam Aguilar, Amy E. Young, Courtney Korff, Jenna Lind, Cassandra L. Ettinger, Samuel Varon, Rachel Pollard, C. Titus Brown, Terje Raudsepp, Danika L. Bannasch",retrogene on CFA12 is responsible for chondrodystrophy and intervertebral disc disease in dogs,2017,114,43,11476-11481,http://www.pnas.org/content/114/43/11476.abstract,nan,http://www.pnas.org/content/114/43/11476.full,http://www.pnas.org/content/114/43/11476.full.pdf,nan,yes,nan,2017/11476.abstract.txt,,,,,,,Genetics,"GWAS
","FILE : OK: .abstract.txt ,"
Biological Sciences,Immunology and Inflammation,"Dorien Van hede, Barbara Polese, Chantal Humblet, Anneke Wilharm, Virginie Renoux, Estelle Dortu, Laurence de Leval, Philippe Delvenne, Christophe J. Desmet, Fabrice Bureau, David Vermijlen, Nathalie Jacobs, Avik Roy, Kalipada Pahan",Human papillomavirus oncoproteins induce a reorganization of epithelial-associated γδ T cells promoting tumor formation,2017,114,43,E9056-E9065,http://www.pnas.org/content/114/43/E9056.abstract,nan,http://www.pnas.org/content/114/43/E9056.full,http://www.pnas.org/content/114/43/E9056.full.pdf,nan,yes,nan,2017/E9056.abstract.txt,,,,,,,Immunology and Inflammation,"γδTcells
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Pasquale Sansone, Claudia Savini, Ivana Kurelac, Qing Chang, Laura Benedetta Amato, Antonio Strillacci, Anna Stepanova, Luisa Iommarini, Chiara Mastroleo, Laura Daly, Alexander Galkin, Basant Kumar Thakur, Nadine Soplop, Kunihiro Uryu, Ayuko Hoshino, Larry Norton, Massimiliano Bonafé, Monica Cricca, Giuseppe Gasparre, David Lyden, Jacqueline Bromberg, Johan A. den Boon, Mark Horswill, Sonalee Barthakur, Omid Forouzan, Janet S. Rader, David J. Beebe, Avtar Roopra, Paul Ahlquist, Paul F. Lambert, Baoli Hu, Yan Wing Ho, Charles-Etienne Gabriel Sauvé, Christopher A. Bristow, Qianghu Wang, Asha S. Multani, Peiwen Chen, Luigi Nezi, Shan Jiang, Claire Elizabeth Gorman, Marta Moreno Monasterio, Dimpy Koul, Matteo Marchesini, Simona Colla, Eun-Jung Jin, Erik P. Sulman, Denise J. Spring, Wai-Kwan Alfred Yung, Roel G. W. Verhaak, Lynda Chin, Y. Alan Wang, Ronald A. DePinho, Hiroko Wakimoto, Kimberli J. Kamer, Yasemin Sancak, Olga Goldberger, Anna Axelsson, Daniel M. DeLaughter, Joshua M. Gorham, Vamsi K. Mootha, J. G. Seidman, Christine E. Seidman, Andreas Keller, Michele Wong, Rong-San Jiang, Leslie B. Vosshall, Xiaoying Tian, Saurabh Gombar, Allison J. Zemek, Gomathi Krishnan, Robert Scott, Balasubramanian Narasimhan, Robert J. Tibshirani, Tho D. Pham, Pavimol Angsantikul, Tamara Escajadillo, Qiangzhe Zhang, Joshua Olson, Brian T. Luk, Sophia Zhang, Ronnie H. Fang, Weiwei Gao, Victor Nizet, Liangfang Zhang, Dong-Kee Lee, Zhen Feng, Yan Xu, Wen Bu, Yi Li, Lan Liao, Jianming Xu, Jin Zhang, Wensheng Yan, Seong-Jun Cho, Christopher Lucchesi, Mingyi Chen, Eric C. Huang, Ariane Scoumanne, Weici Zhang, Xinbin Chen",Packaging and transfer of mitochondrial DNA via exosomes regulate escape from dormancy in hormonal therapy-resistant breast cancer,2017,114,43,E9066-E9075,http://www.pnas.org/content/114/43/E9066.abstract,nan,http://www.pnas.org/content/114/43/E9066.full,http://www.pnas.org/content/114/43/E9066.full.pdf,nan,yes,nan,2017/E9066.abstract.txt,,,,,,,Medical Sciences,"exosomes
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Megan E. Spurgeon, Johan A. den Boon, Mark Horswill, Sonalee Barthakur, Omid Forouzan, Janet S. Rader, David J. Beebe, Avtar Roopra, Paul Ahlquist, Paul F. Lambert",Human papillomavirus oncogenes reprogram the cervical cancer microenvironment independently of and synergistically with estrogen,2017,114,43,E9076-E9085,http://www.pnas.org/content/114/43/E9076.abstract,nan,http://www.pnas.org/content/114/43/E9076.full,http://www.pnas.org/content/114/43/E9076.full.pdf,nan,yes,nan,2017/E9076.abstract.txt,,,,,,,Medical Sciences,"humanpapillomavirus
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Derrick Sek Tong Ong, Baoli Hu, Yan Wing Ho, Charles-Etienne Gabriel Sauvé, Christopher A. Bristow, Qianghu Wang, Asha S. Multani, Peiwen Chen, Luigi Nezi, Shan Jiang, Claire Elizabeth Gorman, Marta Moreno Monasterio, Dimpy Koul, Matteo Marchesini, Simona Colla, Eun-Jung Jin, Erik P. Sulman, Denise J. Spring, Wai-Kwan Alfred Yung, Roel G. W. Verhaak, Lynda Chin, Y. Alan Wang, Ronald A. DePinho",PAF promotes stemness and radioresistance of glioma stem cells,2017,114,43,E9086-E9095,http://www.pnas.org/content/114/43/E9086.abstract,nan,http://www.pnas.org/content/114/43/E9086.full,http://www.pnas.org/content/114/43/E9086.full.pdf,nan,yes,nan,2017/E9086.abstract.txt,,,,,,,Medical Sciences,"gliomastemcells
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Alexander G. Bick, Hiroko Wakimoto, Kimberli J. Kamer, Yasemin Sancak, Olga Goldberger, Anna Axelsson, Daniel M. DeLaughter, Joshua M. Gorham, Vamsi K. Mootha, J. G. Seidman, Christine E. Seidman","Cardiovascular homeostasis dependence on MICU2, a regulatory subunit of the mitochondrial calcium uniporter",2017,114,43,E9096-E9104,http://www.pnas.org/content/114/43/E9096.abstract,nan,http://www.pnas.org/content/114/43/E9096.full,http://www.pnas.org/content/114/43/E9096.full.pdf,nan,yes,nan,2017/E9096.abstract.txt,,,,,,,Medical Sciences,"mitochondrialcalciumuniporter
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Julien W. Hsieh, Andreas Keller, Michele Wong, Rong-San Jiang, Leslie B. Vosshall",SMELL-S and SMELL-R: Olfactory tests not influenced by odor-specific insensitivity or prior olfactory experience,2017,114,43,11275-11284,http://www.pnas.org/content/114/43/11275.abstract,nan,http://www.pnas.org/content/114/43/11275.full,http://www.pnas.org/content/114/43/11275.full.pdf,nan,yes,nan,2017/11275.abstract.txt,,,,,,,Medical Sciences,"olfaction
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Yixiang Xu, Dong-Kee Lee, Zhen Feng, Yan Xu, Wen Bu, Yi Li, Lan Liao, Jianming Xu",Breast tumor cell-specific knockout of,2017,114,43,11494-11499,http://www.pnas.org/content/114/43/11494.abstract,nan,http://www.pnas.org/content/114/43/11494.full,http://www.pnas.org/content/114/43/11494.full.pdf,nan,yes,nan,2017/11494.abstract.txt,,,,,,,Medical Sciences,"Twist1
","FILE : OK: .abstract.txt ,"
Biological Sciences,Medical Sciences,"Hee Jung Yang, Jin Zhang, Wensheng Yan, Seong-Jun Cho, Christopher Lucchesi, Mingyi Chen, Eric C. Huang, Ariane Scoumanne, Weici Zhang, Xinbin Chen",Ninjurin 1 has two opposing functions in tumorigenesis in a p53-dependent manner,2017,114,43,11500-11505,http://www.pnas.org/content/114/43/11500.abstract,nan,http://www.pnas.org/content/114/43/11500.full,http://www.pnas.org/content/114/43/11500.full.pdf,nan,yes,nan,2017/11500.abstract.txt,,,,,,,Medical Sciences,"Ninjurin1
","FILE : OK: .abstract.txt ,"
